,sub,beta,w1,w2,w3,pt_beta,log_lik
1,1,7.247541423503258,-0.8837019312662877,1.9784444485015242,-7.324121729668406,0.10749544195424743,-6.435871743297354
2,2,22.1356158439496,16.5933731159046,-12.19081535642213,0.7328335758766709,0.8954365312965846,0.0
3,3,10.394815175180794,98.78090535184826,-15.482907156882298,164.5867713121055,0.07181750347975915,0.0
4,4,0.9928869750414113,7.385714351844761,8.587434607401423,5.445974273007918,0.999999999810264,-4.5486402701117115
5,5,2.856033046154015,6.470326633726273,2.6624554700884486,-2.7663306162747676,0.9999999999807774,-2.2553094641654567
6,6,18.92585871205384,0.16099179779046477,-0.03337208949943181,-0.11711645917931811,0.9999999999899358,-9.35179993483695
7,7,1538.7278805274354,-1230.6991817540006,0.007222363812568756,-0.00743955614162926,5.959132906820914e-07,-4.817508722926296
8,8,3.278048285372286,-0.46517672492141476,1.9122516157201421,-0.3653315399722734,0.725353601679279,-8.091636306487118
9,9,235.6265806153462,1.2439394008497904,4.556318825477806,-84.78837195592521,0.9999999999176457,-1.5066015641168483e-05
10,10,0.6060773798569965,-8.233219695629579,-4.018297321801539,45.215756549350985,0.9999999962528189,-6.568533868378326
11,11,0.7261594755423035,1522.7901470160195,556.2606110806887,-1001.0866458289802,0.04027319570971383,0.0
12,12,51.09378891011729,0.057595410595362516,0.05330853570375499,2.0784919231603127,0.9999999999972334,-9.69206170406178
13,13,210.06865068207685,222.8453558888835,0.0006335168949323771,0.010272761769881598,4.3466946923850644e-05,-7.069459146753788
14,14,0.6265116081427811,2102.2227781897623,12.804606448308416,27.003716502243936,2.817208869138293e-17,-2.669954896008148
15,15,33.98609060779187,0.04569843713643815,0.07267999104144815,0.07171771336508047,0.9999999997070237,-10.060017806027643
16,16,98.29586798109031,-2590.9430942672197,0.017643168490612843,-0.008451308246471459,6.238034537125116e-07,-11.046527161874849
17,17,0.0847063888703453,1236.401603720757,-247.03961396671212,-254.76953417620092,0.9999999999999774,-0.9450156160861694
18,18,60.817695600397144,276.7928213415803,0.11210646670075927,-2.3401106323460885,4.0745164663612556e-05,-7.282992214104746
19,19,5.328266760718087,0.6732824776066468,0.12583446750392188,0.07335579031938573,0.9999999999939788,-8.479469425748443
20,20,184.44705547674732,-58.17488730637436,4.540462410007411,3.377279191679852,0.0036165579195058927,-3.515164173889082e-05
21,21,1.5661840202698083,0.6766836312320692,-1.1600794622023163,2.9040134313525536,0.9999999977775842,-10.373161289256398
22,22,6.001554737414638,2.256996719255472,0.3239569019758328,0.37959433632488254,0.25491149638636473,-4.486660032272145
23,23,445.1535934946485,-22.07461240650024,2.7432165749045083,-2.784170135987024,0.01820707663323301,0.0
24,24,43.57744968237493,168.76484088090638,5.36147110796184,15.155468855534476,0.02840230526939501,-1.7222878734473097e-08
25,25,1.722672797256162,1.0288087306270182,-0.39043469397148667,-15.609469097687395,0.9999999999850244,-11.352215445127387
26,26,28.472980560724864,0.4206890865922942,0.7092983718188114,-0.8187870056059796,0.9999999999989821,-3.0537260490899656
27,27,298.7821315482686,1951.8515536314667,0.0006682987265569224,-0.11891272480625306,1.1691754848001202e-06,-10.837734793609947
28,28,0.048156299354905674,50.92180848253132,11.581182683777541,-82.83381945768252,0.9999999999999429,-9.672947779777802
29,29,0.3793837299988222,9.162329037946456,2.591972553069464,-51.57647803327379,0.9999999999997733,-8.550095171014668
30,30,589.7073861661909,490.4001259853702,-0.013676597052218832,0.01208939232300828,2.123144784048036e-06,-11.25215132887163
31,31,1.0875605319251433,-12.275544951284491,24.229457056905808,1.9935489670042794,0.25462432283585845,-2.421769609600698
32,32,50.726944427331546,32.296150525430555,-18.191523460731904,-3.6449636092567737,0.32126028959353053,-4.4064751847374987e-13
33,33,48.66334141150804,0.11850560331446414,0.06381116269714543,1.489523180917116,0.9999999999744751,-7.110828505021588
34,34,0.14073656361107145,23.160468373815704,15.048740810295048,-13.59708100579316,0.9999999999969792,-9.225079548647463
35,35,0.5980494987406506,4.96560145619406,5.689364707113132,-5.160302853438996,0.9999999999999524,-6.294932846138864
36,36,91.96712405396065,1645.1582602201943,0.002122029734878574,-0.009648501239903573,2.4061695372028414e-06,-11.826738066463841
37,37,11.99751648230334,0.5663815612224989,0.44272161771704466,-0.6673782899297411,0.9999999997395386,-3.309628148812696
38,38,104.96510380241136,224.56736106591063,0.056352985445328886,0.04645611238450299,5.951344921914344e-06,-7.339303271278724
39,39,0.308636972642371,11.771727143136385,-2.5167252473834396,-26.831825847222945,0.9999999999903327,-7.359257699398297
40,40,0.23146885618397492,3.6475614861706456,21.452538932230482,-8.171500125956653,0.9999999999999951,-9.362326697697144
41,41,1.604590891908202,16.741361020983824,-3.0136956011837923,-16.463338624220313,0.9999999997579221,-2.774017404392348
42,42,5.429396184801668,4.049244069784223,-0.2801139899164978,-0.32838958419295616,0.9999999999957934,-1.9808805472168247
43,43,10.853470352123445,74.29746094295942,-70.6377553451251,53.822275236813766,0.7303377838021121,0.0
44,44,970.0858545990761,-656.2021705360125,0.011425465240965077,-0.0029124470033260463,1.2087309113195372e-06,-6.8878814033892475
45,45,14.183957933708886,52.98981814456688,-40.98515274881056,-26.719285132920067,0.5841615496680093,0.0
46,46,7.921492126569511,32.640149188479306,-74.74335110035439,49.23764662071713,0.6848740997638578,0.0
47,47,10.99453372329354,77.73141123024476,-57.55083416818961,-16.43623150528125,0.2320491098161701,0.0
48,48,390.4174265837619,-5124.97158510712,0.04882766702299689,0.007568208320292761,5.240368304926593e-07,-5.738164973232638
49,49,0.6068899446878617,4.94630915500141,1.9202463794219078,1.6622845688200771,0.9999999999999785,-9.108289776723543
50,50,3.5757190052494705,0.7957752943225502,1.23541394820131,-1.2780011644464295,0.9999999999867657,-5.927923600438417
51,51,225.5452987881995,0.03408506288025259,0.005392908271406266,0.025877291364898698,0.9999999068664249,-3.973745064300936
52,52,0.2052658036517337,6.479027909696837,13.343059014726236,-8.53237316597368,0.9999999999997518,-8.272111828429786
53,53,-0.3028493582874634,35.93357999595182,-50.233676255415794,72.1046340074499,0.9999999999931324,-2.5095013967622126
54,54,606.4963940483956,-1767.6945623869829,0.01045500971997299,0.00902483184210788,4.1760935345890517e-07,-7.803090116796643
55,55,9.596277939926633,0.08738993355369615,-0.21493259263425035,-0.3911423827899835,0.9999999999564818,-11.185820974488486
56,56,35.77273601588441,1.3898505654219422,-46.44969357125687,11.78961396054925,0.38123726340315756,0.0
57,57,480.1879722991956,-1294.7915086309563,0.05009929677007478,0.020478301446237815,3.8066082977220228e-06,-3.125848932268348
58,58,0.5211991349162084,13.768032339933766,-3.6904389825499946,-10.069144482517595,0.9999999999114129,-7.103422053592768
59,59,0.04443927826118534,21.675468841305303,-64.96991177495244,168.70692879985873,0.9999999999999729,-10.512307718056725
60,60,725.6277367800649,374.5955925133426,-0.0009211496636494024,-0.0066117091403767765,1.2154747034095545e-05,-4.623553737968608
61,61,1.1440697377376843,2.944943210427956,3.8956460379413245,-4.795126128982748,0.9999999999338156,-5.549890664944332
62,62,0.0899407882717489,74.3291878824908,-24.765712420187995,2.885063666930309,0.9999999999999245,-7.197774308423687
63,63,7.953455504387431,207.11370454659317,-57.92980449461062,11.41261851224517,0.11026949274491235,0.0
64,64,5.1259984776275545,-0.33101630211584426,1.0829601238537114,-1.9157791921864349,0.531347322978243,-7.509224200226352
65,65,7.968243344324362,1.499699350267921,-1.0218978085597505,-0.7563327938388892,0.9999999999682649,-4.446701591889065
66,66,2.0852062040809756,105.32189757192852,105.03330120011012,1940.7293567289512,0.9999999999999942,-1.9525758126126629
67,67,0.07590722595925808,-41.759884690397904,95.69549460383706,-14.4192620407667,0.8189775936743315,-9.37544436952322
68,68,0.08229253357759667,55.87964698162773,20.02868381417389,201.1589414963455,0.999999999999965,-3.2868962732254077
69,69,1467.8174789692152,637.688053707978,0.0009365507724205229,-0.007166453161501949,9.4002698553692e-07,-7.817400794042703
70,70,0.998979908692725,5.270564399978233,1.0881941246538058,1.6781538863562742,0.9999999999797347,-7.121916693756629
71,71,4.02766668476747,-24.78863298538793,7.091260836585304,28.888908144863642,0.23707360323132287,-1.7873252716199464
72,72,0.10617342846329045,118.0331850471778,15.140524474110816,-22.108522875659524,0.9999999999999853,-3.3880572805840887
73,73,9.433665290554382,0.9807326852662857,-0.20946965873360546,5.017303637496489,0.9999999999945544,-3.606163944530426
74,74,17.989078694997414,64.9978165082469,-128.65036225620858,-23.20116865533371,0.8210058627729193,0.0
76,76,680.5247188083497,-789.7106335807212,0.012816818996239224,-0.02081049184330648,6.767748029268579e-07,-7.673670164523992
