,sub,beta,w1,w2,log_lik
1,1,0.0901765945037829,-24.338232169888663,138.06314590318783,-7.102842054335454
2,2,9.568137602272204,48.70362437199282,-28.021874107393657,0.0
3,3,0.17481160126678313,61.25454096880836,-37.32971300808826,-3.614755655510369
4,4,0.583553848968275,10.565767130885046,11.194303256863858,-5.063007442905248
5,5,1.6651020154335114,8.046562210315596,6.69633594562486,-2.4186395347927996
6,6,0.08981279995261247,23.899389270774307,4.626143133046943,-9.749522769609444
7,7,2.495599466881825,-0.673363629980569,4.2327673307666505,-5.8775444817009665
8,8,0.31902467594694506,-6.078997495143642,22.574037092476896,-8.163932821719673
9,9,319.027278636244,0.0769808230452484,4.972638341998195,-0.869387819011873
10,10,0.11615218207333335,4.931117381593143,71.19160054022868,-8.107235345231617
11,11,1.9912711910594707,2.992702348201142,4.884718690694953,-2.9496926460056705
12,12,0.9183750205314043,3.367296423063504,1.996063981166472,-9.816961571870813
13,13,5.330236782546393,1.0719954926235418,0.04609345661256808,-7.262229947755763
14,14,0.2248985731989971,20.046300785605435,4.624751426288876,-6.723797118209631
15,15,0.15890495859886566,9.770197019372713,7.915794025598696,-10.615615872131379
16,16,0.3496869596042084,0.03142691999228607,4.783474092099063,-11.267605590603573
17,17,0.031578562057872496,3153.922952235888,-393.8930544695104,-0.9494612749626914
18,18,0.014114692544349746,51.87483782008788,569.930601232031,-7.564088915175037
19,19,5.834778736655844,0.6215843544361204,0.11027078096106634,-8.483017215571733
20,20,1.0431493784113703,1.2789071099395892,14.571038635583278,-2.499323904753905
21,21,4.735124081739534,0.1672252429658842,-0.12125900677598758,-12.358333913757923
22,22,0.05063720997711803,151.74812669477663,37.050850941031314,-4.5639606876806615
23,23,7.0568846263600875,-172.96535085268485,433.2165736562563,-4.1844696642042e-09
24,24,1.7300696957886994,23.19580175557939,-0.7606130134067426,-2.196698803171779
25,25,0.25141449031874796,4.2496424839997795,0.4051648383392422,-11.809069044424769
26,26,2.6568339530100733,1.0548606498393185,4.303310010587456,-4.330654750997425
27,27,2.2305833465994294,0.4130599791285362,-0.30758300191667376,-11.952505750775408
28,28,0.012542426798131088,171.19597444575794,167.75068360854186,-10.374015480151364
29,29,2.6083253882155595,1.4239861125670314,0.3922488874904859,-8.960494539985635
