,sub,beta,w1,w2,w3,log_lik
1,1,3.2001080102375337,-0.369143653018858,4.285305336129744,-18.323602015365417,-6.506807569411078
2,2,11.711851447062315,37.86300520861067,-22.123609123632384,9.622919805173742,0.0
3,3,12.713808177685657,40.40691922910585,-17.548397289171554,150.52764367074658,0.0
4,4,0.027218013256589416,269.4240433866301,313.25961583670096,198.658700809106,-4.5486402695881365
5,5,0.8382219864597007,22.046249121248053,9.071701065353952,-9.425691421737017,-2.2553094641047093
6,6,0.2564169062658012,11.882592848781183,-2.463142751572315,-8.644225424639185,-9.351799934810181
7,7,0.22856090463019268,-4.547392320231282,39.48060792308293,-67.88640940318507,-5.31185683897604
8,8,0.06141226604112184,-22.79794858205427,101.95027776803792,-19.117961196427068,-8.097097712086251
9,9,16.083425642596666,18.31278623715366,67.05348112644025,-1248.195891592536,-1.4223658200728673e-05
10,10,0.23111770905308332,-21.591019277334482,-10.538051862541833,118.57439815792338,-6.5685338677987435
11,11,17.277540176429003,8.979316141090397,27.6674739790406,-27.66944528688554,0.0
12,12,0.9903200872806706,2.971534589961381,2.75035809905512,107.2364536276136,-9.692061704054966
13,13,0.11488762621571183,50.995349539301024,6.102466849314211,5.563661196244244,-7.238817289029566
14,14,0.034066303168153636,-64.02321471636725,430.03265824826633,587.8832826972921,-3.8269912468325114
15,15,1.3636707822537586,1.1389236813543184,1.8113485346074913,1.7873868418461538,-10.060017805734546
16,16,0.07911287974624737,5.310487162096079,16.342302168153452,-16.8741308873754,-11.060716975151667
17,17,0.8501841683726139,123.18638493479128,-24.613294651329575,-25.383450765775383,-0.9450156160861697
18,18,1.3814759965975179,1.326773330157104,4.68899876532536,-105.4925526004813,-7.309594121731971
19,19,0.7473672866007021,4.800130233809357,0.8971143116516623,0.5229037575571782,-8.479469425542547
20,20,1.5419660875155046,-102.50603442622885,564.3836313835391,441.2853444464903,-0.08881323689462316
21,21,0.12290778233833333,8.622047370549996,-14.781801342421538,37.00441261184264,-10.373161286995485
22,22,0.4090529555140135,19.055540555661278,5.125334637026861,2.971078263452653,-4.521376317232818
23,23,5.772951055713806,-216.94681307887987,534.4793889363793,92.43446489976472,-3.2735036903631254e-11
24,24,6.879525392368211,95.28832941768772,20.243981721447376,56.19481551660027,-1.5020683494292224e-05
25,25,1.1861573768533238,1.4941549320869152,-0.5670299442553411,-22.669777869962054,-11.352215445098027
26,26,1.3468211161662804,8.893718648517554,14.995159502189843,-17.309826743007406,-3.0537260490790175
27,27,19.18827271286714,0.08168229197494102,0.01095542412605013,-1.7729488144295793,-11.183915217206385
28,28,0.34214738685955903,7.167097822140943,1.6300333686931652,-11.658628417637093,-9.672947779776825
29,29,0.09830123949086796,35.36114786113066,10.003430851074643,-199.05625465869565,-8.550095170988648
30,30,0.1302685589858913,10.253523743330629,-58.06513566420014,51.90721809864603,-11.38266251198579
31,31,1.2950258715854668,0.39261601628494147,8.002645355067427,-1.5853874288302194,-3.1521794804694956
32,32,1.725192990121164,9.190901573650642,-3.7755628066597495,-1.065934020407471,-3.2024902639798243
33,33,1.170090443505575,4.928576779410646,2.653862884889623,61.94842558144726,-7.110828505010795
34,34,0.10894278785343878,29.91962310127378,19.44054724181713,-17.56526258729425,-9.225079548645502
35,35,0.14296481451615756,20.772107702352884,23.799717538382556,-21.58657366946329,-6.294932846135093
36,36,0.08637504246431998,11.728127721118781,8.926569681146555,-13.261816749782996,-11.879773175902105
37,37,0.2367538055342295,28.701367852384244,22.435200307257887,-33.81975679475855,-3.3096281482373175
38,38,0.0116182149976667,12.182246288045544,532.8699906014795,423.8481993081584,-7.362091401156282
39,39,0.3256062868374509,11.158232264086292,-2.385561109669025,-25.433470405110363,-7.3592576993880074
40,40,0.6121127517556274,1.379318112992114,8.1122209828985,-3.090034786995327,-9.362326697697322
41,41,0.6720637572076715,39.97079733259032,-7.195291338966067,-39.3069166392701,-2.774017404236604
42,42,1.1603387399435814,18.947028374026765,-1.3106903179426812,-1.536557407696105,-1.9808805472148818
43,43,33.459674939924724,14.729941469481933,-11.696530081399324,27.44506061163697,0.0
44,44,0.12959057244065855,-4.878950268575038,59.36415823927941,-40.49016517695699,-7.346771413145052
45,45,2.209538561155737,448.0829481733474,-165.22776801947117,-206.0534125600892,0.0
46,46,11.933089179998797,17.10013720440243,-30.894936596476203,13.970962482618685,0.0
47,47,18.61644505224524,6.947389120700343,-9.47019737801143,290.66464087066504,0.0
48,48,0.017744651767199478,-0.983395027555074,441.7265452389489,-78.42231538284389,-6.823216619569605
49,49,0.07177862818218055,41.82115659271771,16.235748348716946,14.054643701176317,-9.108289776723321
50,50,0.1581180274924275,17.995824903921594,27.93781899287113,-28.900984414856612,-5.927923600416585
51,51,0.27966759393309343,27.486093150042613,4.354338944956735,20.87311289669826,-3.973744966625259
52,52,0.17578952352736046,7.565427638392314,15.5804092053194,-9.96307849664774,-8.272111828429484
53,53,-0.311561888911703,34.92863965883893,-48.82871292603462,70.08818689477445,-2.509501396750747
54,54,0.3805103752373718,2.8621215116857393,12.92401712019075,2.864643226430971,-7.9109967859585435
55,55,0.06499773435583235,12.902371846391372,-31.732686621386595,-57.748395972375604,-11.18582097446162
56,56,-97.07633744556117,-1.665806612418801,4.3042396588050265,15.59266710671043,0.0
57,57,0.427454897576553,-11.596057473935833,41.26503440460404,23.28079521791388,-3.8147481114796244
