,sub,beta,w1,w2,log_lik
291,291,-0.1818175166893889,-75.57976319867203,56.69421800336613,-9.62962209555989
293,293,1.8682415439029372,-1.7534854067225512,19.09451445622241,-3.5228459042756763
297,297,0.2236827279531472,-102.20776354970151,173.852045871144,-6.706396954806474
299,299,0.5159265464519838,-8.016243179293063,10.232973950947379,-12.541742262206462
300,300,-0.1169665956914179,66.25703941331702,-37.2204840839301,-9.01051777877483
301,301,-0.035306234260762064,166.96527094677074,-123.64613780111846,-10.123143907045522
303,303,4.571947806139145,-0.8073623786013507,1.8272605216948876,-11.473302282292504
313,313,0.00013169982150098907,43011.411901808424,-27716.774474792874,-11.448423026132822
314,314,-0.5023779526837513,1.222006981453681,3.6686180355548563,-11.968668567721965
316,316,0.23615539054816262,24.51334092248883,-2.2944698371377696,-7.881223494185163
318,318,0.5413615395611349,-1.5717787344461787,15.251610409614562,-12.181382851597789
322,322,0.12765239826318356,59.56151471689986,67.67839786785564,-5.351131825622039
325,325,0.04347491964975339,40.67317459284709,61.255696170332726,-11.909187090733448
326,326,0.17173891471478492,-140.68481795681328,286.1694736146296,-2.2307524980233135
327,327,0.19255718039309588,21.026564135530926,14.661627558105234,-8.043442645502482
328,328,0.0544371715117475,289.531164839673,-378.2584357007586,-5.672339101238035
329,329,0.002416015430635088,-2343.368180331631,4141.455502853654,-9.17185225523548
331,331,0.02967193428768502,149.12914666022954,-19.914359572491428,-11.581851900461688
333,333,0.09360088844344672,37.59071504400377,3.1706577917179977,-9.77037584162485
335,335,0.00491076721205485,-718.6437741124877,4631.7511941852845,-7.049083032028984
339,339,0.003157804145299414,8823.53120591963,-5703.34802942739,-2.6842094305422495
344,344,0.36808687872986035,16.65551057402825,-29.034306800926405,-10.542356666845684
346,346,2.595852693101126,3.8106179442671646,-0.21077192311874043,-6.42521694297137
350,350,0.5926973981167172,-4.387655493991394,21.87850114626777,-5.76409620767278
357,357,0.012513483365878708,-11.329186944815007,734.9530979446658,-7.997577288585694
358,358,0.0032681756205273377,271.41571627518556,1610.0315854035503,-9.180258737539793
361,361,1.0318830420343357,-1.3795949121112572,4.942214475869045,-11.64070196729905
362,362,0.4011664383424114,33.92894003784052,-29.15951866562426,-10.307729931671693
369,369,0.957155756696916,-367.258972864323,1122.2803716886017,-0.013672685631858913
370,370,0.03457031200616595,32.21893393767164,291.86945354129136,-5.652688743331955
371,371,0.058425673004108725,38.645087790593735,21.513250806272044,-8.761555278513349
372,372,0.026814558902156845,199.55008943874708,114.81080885183306,-6.277195870178639
374,374,4.024739142138454,2.240585241330682,-1.7513324017856846,-8.992568832948029
381,381,4.154714550056325,4.898772255380512,-3.0069716387681833,-5.129602125911478
388,388,0.9756212593772942,-1.739537976770165,4.731996269242764,-12.081162636017876
392,392,-0.18790427413091296,27.389219381321762,-32.724806531058746,-12.5179525155282
393,393,0.21039881797904292,-5.108118160367968,29.86720403091934,-12.376944480445077
394,394,1473.9284941097076,-0.48848847650420857,1.0953540347826234,0.0
397,397,0.002587607716510485,4250.129449183856,-541.6890218757712,-5.894181895242975
400,400,0.23814587994196107,1.6676897984772665,9.307133373609865,-12.673255802960082
401,401,0.055113089487441744,10.610233741641235,-10.19534102202929,-13.799534120490586
403,403,0.019827104108903836,-387.9692920570308,562.8429441624352,-10.02576893200787
405,405,0.37160451227239677,10.075624585337266,6.276189488392097,-6.152506543220955
406,406,-0.198485471563079,2.832821619446234,20.927346378081225,-8.0577653668143
412,412,-8.540955408775096e-05,100146.52922901795,-74970.74919597285,-10.952637742508537
413,413,0.4673340129747432,6.248832507601783,0.45468400919605867,-10.373229766890523
417,417,3.8710492242240497,-137.94088510686993,583.0910041486254,-0.02058991728567594
419,419,8.445298268746168,0.6491999891657736,0.006126792786815799,-9.172869709495103
420,420,0.2559613738494645,-86.93636865514037,148.7495067679175,-4.915747776452309
421,421,13.601056270470188,0.6880254577784009,6.2517721417938015,-1.2185872111628735
425,425,0.256841649454859,-18.78009789308987,33.33409819764025,-12.585792743556931
427,427,-1.10651093802216,-3.264466935094168,5.516004962425951,-11.663799537229213
428,428,1.9151614434574684,0.45486957581161436,0.7926472870530326,-11.956474548201736
431,431,0.4740459458957347,3.4322406538757306,99.01015072169231,-7.5742609651885715
434,434,-6.658829210536378,0.1512105148270217,0.33613000505893986,-12.677848541070048
435,435,3.206756831252424,3.800286901717236,2.591895170198814,-3.0927273924252656
436,436,-0.012916995504642145,548.7874533922197,-624.732177672879,-6.401288855124301
438,438,0.09848600968917269,162.33763196644173,-205.6796563117948,-6.9944880887068726
439,439,0.006822378948447431,2091.625209053327,-1397.889175034255,-6.118000478607868
442,442,0.005651083021229939,773.8673280862597,3032.51383450045,-3.298703800029959
443,443,23.5056252302746,0.9705704003523383,19.76833779327493,0.0
444,444,0.009975344159485172,465.64889180854993,-51.6708510265122,-10.015398981748932
445,445,0.031180222800443774,-322.5155610917236,504.5758850021629,-8.382434720084106
446,446,3.6825328219490774,4.483927966987377,-6.252082938009737,-6.709703982393887
448,448,0.006000642016399446,-164.6832233468812,359.2053261813824,-12.829039228277837
449,449,0.04829374586893741,166.47846808061456,-93.70688789981573,-9.067223976038727
451,451,0.23635270317887153,7.126707438933947,1.4481709321325038,-13.013005353868865
452,452,-0.08668388783312903,9.643012033194491,44.08237383837198,-8.748284016915632
454,454,1.592094075166402,-2.6011590998494705,8.429795373115244,-8.110475507188491
455,455,0.20234145770961395,-26.906284532439358,103.61837442824586,-5.231965759224701
456,456,0.20301016325151425,22.743236892375243,4.795973322874705,-7.7417273731638945
457,457,0.6689426979793132,-2.6596934261881406,6.136596695028223,-11.922160910898457
459,459,0.03199520888039997,-70.25140896853162,486.95122510713094,-5.816100066274683
460,460,0.6696384583556476,8.795448142089988,-12.05348106618933,-8.88378862781417
463,463,0.14568872363110863,-59.63927103447779,71.17019712709012,-6.643366815382871
465,465,0.6841661993049586,1.8908231103176787,1.2853487643253108,-11.924025924043146
467,467,0.17062687936535262,38.84335593558634,11.555377875914509,-7.907396942701095
471,471,0.34228553899302155,-117.86515377254044,147.94855205482278,-2.129125414658665
473,473,2.9012609695325304,0.8083793926729177,1.8078464686940672,-7.540049529257197
475,475,1.9492384450086004,-6.130639884991033,14.54364080020148,-4.864553155291249
476,476,0.19197532947914814,-34.753564518334514,48.07287477870206,-7.802765378641479
477,477,0.29591463038779253,-1.931264235713325,77.52744357637948,-2.7866422161790383
478,478,1.2874382001587028,9.815406936074785,-9.546950928218386,-9.695463861511353
488,488,0.005498004265144308,1004.537878856969,-429.4259017215303,-10.273545059261346
498,498,0.045460896024918526,-226.1854162994314,371.4663887698384,-11.182137013433694
500,500,1.5110673046410519,-2.01727765023261,26.95526888536767,-2.0565002762565294
504,504,1.2478358442904844,8.244198199693244,-2.8696462468147264,-8.64292605762316
505,505,4.336498617629825,-0.08877687776474852,1.7499664081413187,-7.3258581866998576
506,506,-0.013008056026993616,-46.569335087609424,55.12232870205315,-13.812746421759867
507,507,-27.03612495730343,0.26463643933147385,-0.20246575903977831,-11.69038695620134
