,sub,beta,w1,w2,pt_beta,log_lik
372,372,944.1718998536891,2366.9768381887666,0.001444793486539332,1.7468549931168358e-06,-5.700427424060081
374,374,0.016940758937375955,532.3120439721293,-416.0766797912434,0.9999999999987969,-8.992568832948601
381,381,0.1053131156887358,193.2616440410398,-118.62817061767089,0.9999999999999408,-5.129602125913059
388,388,655.4390823380801,1671.5184033757648,0.000788458066729562,4.0066975678663263e-07,-11.70635724409933
392,392,1529.2419148475592,3676.124009255438,-0.0059066263948327515,3.6930323331608314e-07,-10.0298149635617
393,393,3.5903046191386365,7.3467608681194445,1.0162282051966656,1.0916683456067159e-14,-11.615891042971462
394,394,26.86122460614402,-25.583778537862713,49.119924919094586,0.7258532967045426,0.0
397,397,0.2303006358219883,47.75350359262073,-6.086272475428679,0.9999999999923113,-5.8941818952448575
400,400,14.58436312575892,-48.77710898874909,0.37666255833003104,0.001175078791473589,-10.385267762473497
401,401,31.04944275773551,-22.906716470105792,0.17561363969169558,0.0008655083505901872,-11.886814695245096
403,403,0.3883055789526756,-19.80994067532397,28.739103630172607,0.999999999988426,-10.025768932035955
405,405,0.5422804596732032,6.904472500938235,4.3008303539076795,0.9999999999070137,-6.152506543257492
406,406,-46.17446763977545,15.333170321014402,0.060291487266922864,0.0016880750287608004,-7.723499420961442
412,412,-37.55851710118965,0.5856644804797312,-0.15818611132530547,0.20420092715584093,-10.012727727281415
413,413,0.47573406560034126,12.976135999919547,1.9221108456257627,0.17197230092430796,-10.122274263947041
417,417,231.06462879943666,-2.3109379362138562,9.768582627084378,0.9999999999325864,-0.020589917292437677
419,419,0.6457491401657478,8.490434414119484,0.08011786966751228,0.9999999999997449,-9.172869709496576
420,420,1.229407118584056,-16.760219162458817,29.16559473342291,0.8401807666415069,-4.780879920721867
421,421,0.9977254048930649,12.019401026368875,86.69579915766175,0.6017871810851874,-1.2096552892588397
425,425,488.1247088335342,10681.434449737317,-0.01145410705548448,5.09508303454099e-07,-11.256360710931489
427,427,-72.73920930754561,-0.049659208207959576,0.0839096531596598,0.9999999999996869,-11.663799537230002
428,428,1077.91379100443,124.94961516935167,0.0014175405404837581,1.2858303567508803e-06,-11.570293890982294
431,431,0.0794859092117082,86.46271410969743,568.5598900362191,0.08079425990294865,-7.024297781354562
434,434,-29.16416274611068,0.03820822688312885,0.08384481057446942,0.6428823166474235,-12.640203047540755
435,435,1.4383925424736308,8.472366234156581,5.778377672613558,0.9999999997339888,-3.0927273924259433
436,436,-0.021035880690397954,336.98073762136585,-383.61432628193415,0.9999999999999999,-6.401288855124438
438,438,0.7632921820498662,20.946088991921386,-26.538419691023535,0.9999999999999909,-6.994488088706977
439,439,0.7744242886272119,18.399091331183907,-12.360165908269478,0.8827250633617918,-6.074161194272262
442,442,872.156338489368,1281.3758791850682,0.019174306129018683,1.6575652996838063e-06,-3.19403971700146
443,443,18.377550209166536,-27.72295752416902,65.35353095570338,0.35653334653207613,0.0
444,444,0.9197647193861089,5.05020959769534,-0.5603962514895311,0.9999999999986222,-10.015398981749994
445,445,19.185871201345613,-0.5241412992572614,0.8200199928735867,0.9999999999832694,-8.382434720126623
446,446,0.519647940240238,31.77577763561868,-44.30597831389405,0.9999999999995088,-6.709703982398157
448,448,74.02152799194064,0.3481208474274522,0.012905988746766236,1.1062389204335766e-16,-12.065843475545947
449,449,1.1944862540161947,6.74352494124992,-3.783912571151605,0.9885503953489154,-9.067063474713464
451,451,1.3633486989770187,20.44513400771754,1.389261916251054,3.852680682030459e-15,-12.410511545040684
452,452,-125.54979999908034,5.639346468847999,0.021747930934326476,0.001498707938012258,-8.471524522178509
454,454,0.8832234745779415,-4.6888449397789165,15.195582610205383,0.9999999998207283,-8.110475507667218
455,455,7.062170376753269,-0.7708961562143127,2.968796633489399,0.9999999999754337,-5.23196575930391
456,456,645.1608459090951,4471.163954476472,-0.001155272135885502,1.173179804336172e-06,-6.969004982920269
457,457,1216.7577748844003,7917.8565426668865,-0.004309527224962202,5.182768904115329e-07,-9.317800542080699
459,459,0.8417506876079996,-3.2643586416883643,18.92255000213855,0.48296786865738905,-5.643359379459711
460,460,3.1704949307562007,1.8576794314454426,-2.5458066171132194,0.999999999994788,-8.883788627828434
463,463,0.011767475454216594,-738.3712825774204,881.1311402563299,0.9999999999999765,-6.6433668153841285
465,465,0.9011234695882404,107.80806467732002,1.8150352453295122,2.0724237032583792e-14,-11.706273782979316
467,467,0.699681363421378,9.868695060562777,2.778783571079003,0.8651380942205966,-7.905522903932334
471,471,26.492539364942573,-32.824116858780485,22.667216472261828,0.19065983523047925,0.0
473,473,0.19945497091320918,11.758638522406727,26.296827987686868,0.9999999999996763,-7.540049529257439
475,475,11.100613118534486,-1.3140249060509204,2.837167760895646,0.628143003496313,-4.558382770236186
476,476,26.54108707512251,-0.2513781624852138,0.3477187123389351,0.9999999999964355,-7.802765378667357
477,477,15.398356309859498,-0.10181241230840163,1.5014868909274561,0.24102291276534316,-2.7856707292177227
478,478,11.80149868337148,1.070768325435265,-1.0414835352503724,0.9999999999828308,-9.695463861709019
488,488,2060.7966643541395,2438.0706324437774,-0.001779124146602848,9.477434443786771e-07,-8.848944232856207
498,498,5.458997405496539,-1.8836057478684922,3.0934641435534784,0.9999999999997498,-11.182137013437357
500,500,54.5550027891439,-0.40623836078108294,0.9683985353159779,0.15579193669197303,-1.8690216673937723
504,504,0.20455195545875277,50.29242601567752,-17.505876351600705,0.9999999999923688,-8.642926057661086
505,505,0.0029124742434219197,-667.678463051187,2895.177310171026,0.36481683124020536,-7.228611135801226
506,506,2.6525133570989006,10.755074635936726,-0.2897808822199811,2.446319818929543e-16,-12.231938845317757
507,507,-31.238391135656435,22.79732204723365,-0.10690190140875912,0.00302979828107401,-10.812046974950578
