,sub,beta,w1,log_lik
322,322,15.555702428699304,0.587154571091806,-6.01283880396783
325,325,1.3405165727946813,1.7365983580078241,-12.373843228067155
326,326,1.0020700271348857,4.651052382659428,-9.199988499179716
327,327,2.3597721171621684,2.3923323911341603,-8.297700647180674
328,328,2.2969211661848155,2.532418676720067,-7.780466401589869
329,329,0.7591633607407184,-1.4700521003145655,-12.884618905730035
331,331,4.193003800228608,0.9498585219256246,-11.596753086460106
333,333,3.4621581528809693,1.0904116531026182,-9.775219862377988
335,335,2.1809826261855934,1.9697496390611184,-9.640583056920553
339,339,3.885350779720024,4.384812079111587,-3.473139131538826
344,344,1.0643305748528944,0.9592775521158287,-13.266004995802987
346,346,5.038225971991296,1.895847411987572,-6.43048960797907
350,350,5.303627058330777,0.8220164404098469,-9.787864385774927
357,357,2.592563737468727,2.126191959287069,-8.765392998547759
358,358,3.622860997974927,1.3227557913073973,-9.664661421627027
361,361,0.9505970254289859,1.7777699532125377,-12.812833402978457
362,362,0.5523141522235777,4.940358202987467,-11.82130227319006
369,369,1.2533345990675817,2.338818668735102,-9.405157097622734
370,370,4.133321320373965,1.6567644285870506,-7.312185417591304
371,371,0.583804176607559,6.109761460394117,-8.830581066012334
372,372,2.5954401667921827,2.9373395484759945,-6.482295694021909
374,374,1.526130313943686,1.0223355334638429,-12.814653499217167
381,381,0.4062815291652634,11.468393106058052,-9.8111418970475
388,388,1.5798353016886288,0.632016060088205,-13.052762344756474
392,392,6.3172142970108744,-0.15596875741209248,-13.272154786007551
393,393,1.7012960421268413,0.6821297436599951,-13.223837225986207
394,394,0.8241236642878793,0.10046252511595108,-13.860873892471336
397,397,2.705566880178753,3.7219437604446446,-5.956212178110659
400,400,1.9709237284843528,0.979878799986515,-12.882382324587347
401,401,0.4875393629279525,0.8036486285370252,-13.804288023498831
403,403,1.1801791980350305,1.6034183463362854,-12.541129916930096
405,405,1.825258622617126,3.2277961265853365,-7.011776773549791
406,406,1.7283837993807711,-2.6240504812230903,-8.867092123974329
412,412,0.9485160791031637,-2.7861744980664067,-11.769590540775088
413,413,2.6806425591794083,1.1763198540828,-10.373938539677532
417,417,0.5115361616991163,2.032784700899094,-13.485712453775488
419,419,4.067482077836361,1.352548655114178,-9.17296731919267
420,420,2.557133982297789,1.1824098469552882,-11.600137422848679
421,421,2.111708108549248,2.6269314943471924,-8.678615806772036
425,425,2.4860225077625637,0.3508241806927853,-13.604258923892129
427,427,0.4717512474292334,-1.716998314791721,-13.681616128422066
428,428,3.0344755558819294,0.6586076327116933,-12.170677332899652
431,431,6.595183622276703,0.5118987087357162,-9.971333461491263
434,434,1.2094727663825935,-1.2274693545658746,-12.723421160416926
435,435,5.202596390601595,3.3978014309316005,-4.460389875735073
436,436,1.1026947307660089,-3.235407508190045,-8.328079495619514
438,438,1.4355286645312821,2.22689839735831,-10.487597737821961
439,439,2.7371448760286095,2.3824325788484955,-8.03096851230348
442,442,0.8179964726503595,8.206091878803168,-7.382229197344105
443,443,3.382113782800386,4.0770365686845285,-4.04997063501947
444,444,1.0724934719556893,4.055594476248455,-10.022682712111857
445,445,1.600735134095404,2.0724297207168676,-10.930685423466537
446,446,0.7920091622254772,1.0268561632837094,-13.621207108759053
448,448,14.31628135798028,0.09908035982814105,-13.138813091834724
449,449,1.5385734139521594,2.0991624429548543,-10.14868484102678
451,451,1.5477871239066587,1.1318405539135217,-13.014278843641248
452,452,0.8031557145005079,-5.262426617416797,-9.54696975574859
454,454,2.7365206584822737,1.0842608922373915,-11.517701639800228
455,455,2.078757212081454,2.5434643867766438,-9.871111889509562
456,456,1.495361522631264,3.6475437010586313,-7.766282509238104
457,457,1.7711337079126142,1.4723820491829096,-12.430058260172633
459,459,1.8267156920823933,1.6254853471645037,-11.664194346873552
460,460,0.5704600912832638,2.9185611175086557,-13.25335850281821
463,463,1.1861480555059085,-1.8718745363242224,-11.665655589118616
465,465,2.497855617529112,0.7942045800086838,-11.982583827290695
467,467,2.611120964165386,3.184999404111716,-8.059671527297182
471,471,1.9917535489574365,2.662354509555781,-8.419366090582825
473,473,3.1805087399904854,1.468252538160061,-9.1516150493739
475,475,2.305564121835763,2.712639593378608,-8.099432577303915
476,476,0.7309025428185589,3.183642970886429,-10.610474978078031
477,477,1.663215463868068,2.7307616708722735,-8.794672759239809
478,478,2.8179190565351515,0.7259612691932943,-12.686039999220188
488,488,11.669784299174331,0.22666232955056495,-10.564174685783644
498,498,1.5731341524424578,-0.23155874513637245,-13.82657879397279
500,500,0.7405859939172174,9.324385067943455,-5.739537326962171
504,504,1.8092549533662332,3.7419911341313625,-9.599951153483937
505,505,3.5178344827313346,1.7936016416222027,-9.128927133652528
506,506,0.7943886305574202,-0.1805284055846496,-13.85577461574434
507,507,2.123296568885278,-0.516901981020145,-13.296624776801032
