,sub,m1a_ll,m1b_ll,m1c_ll,m2a_ll,m2b_ll,m2c_ll
40.0,40.0,-13.813213234204516,-9.338902299366813,-8.783256183065971,-12.476649250079014,-8.6555554243816,-8.613879286858756
41.0,41.0,-13.84928311786309,-13.388431203688445,-13.2824611741971,-12.476649250079015,-11.886916852084534,-11.699052790175367
44.0,44.0,-9.237497258831919,-8.135110746334718,0.0,-7.922428066817103,-5.698519094297496,0.0
46.0,46.0,-5.4367289947580995,-5.172615923266879,-5.155590680986602,-5.221622583785823,-4.876298507058267,-4.867504460869488
47.0,47.0,-11.37361002659674,-6.179956167531371,-6.12553540776888,-11.373610026597984,-6.179956167531366,-5.982455125987164
48.0,48.0,-12.231340333143631,-12.209653138595414,-11.845152025312697,-11.553789674350776,-11.549070084213245,-11.19899056839158
49.0,49.0,-7.710283807381487,-3.1123397531477477,-1.2731344374011347e-05,-7.710283807385751,-2.512676032275529,-1.0474649829108742e-06
50.0,50.0,-12.501074392766652,-10.863535248159701,-10.800309668902772,-11.507625736741584,-10.863535248338572,-10.619342464182001
51.0,51.0,-6.740008794048008,-6.267261696774011,-6.235163218184072,-6.588831009690188,-5.996110221829521,-5.988865654992253
53.0,53.0,-6.529128037242226,-1.4497015688855313,-1.4421511379724963,-6.147014684672384,-1.4123203357897522,-1.1156960170476988
54.0,54.0,-13.674844561962033,-12.973300767921192,-9.718564421307313,-12.476649250079014,-12.343633518145404,-9.71856442137942
59.0,59.0,-7.8697045201391225,-7.8325178141948015,-7.392980814682983,-7.385587835108142,-7.364025002591726,-7.163202300462236
61.0,61.0,-12.349411659394013,-11.792403982960115,-11.293654343494008,-12.349411659399289,-11.237373194851921,-10.297138003367033
62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,63.0,-1.3862943611198906,-0.07830611823990934,0.0,-1.3862943611198906,-0.07830611867670331,0.0
64.0,64.0,-6.574600693841279,-8.570913343143069e-06,-2.3464253611422874e-08,-6.57223687391745,-2.958292844585729e-06,-2.5857306064678922e-08
65.0,65.0,-13.715351504057871,-12.010475070850758,-10.551513296922531,-13.715351504057947,-11.876089843905957,-9.70120869878347
66.0,66.0,-9.456708377261686,-8.828355020802778,-4.1278484265245326e-06,-8.519599461126528,-8.345276431144946,-1.1430140628150717e-06
67.0,67.0,-11.020648975910873,-5.23483135418508,-5.0276162199052985,-10.647049082279324,-5.234831354190921,-5.0276162496629135
69.0,69.0,-7.935930455524995,-5.022005718081387,-4.5813204928429245,-6.954723162466313,-5.022005718090882,-4.581320492844804
72.0,72.0,-6.87346220712736,-5.737818042490269,-5.590787940104858,-6.7811001284831,-5.737818042490271,-5.590787940104899
74.0,74.0,-13.752281997871016,-10.661887314020918,-10.259434870763005,-13.752281997871126,-10.433051745913904,-10.247180849225595
76.0,76.0,-7.749725037897781,-3.615126643652309,-3.172534734780824,-7.560438127068775,-3.6151266437521503,-2.7316579958532423
79.0,79.0,-13.294331525788964,-10.810304476591565,-10.661914275177201,-12.280345070437331,-10.810304476695714,-10.66190454928391
81.0,81.0,-11.882057562347054,-7.179190386833386,-5.947263528696533,-10.729238422457355,-7.179190386941726,-5.947263528725948
83.0,83.0,-11.163962354451526,-10.918479348033891,-10.547202693478892,-10.989703609123017,-10.118756296667897,-9.162560074794262
86.0,86.0,-1.3862943611198906,-4.0856244014322735e-09,0.0,-1.3862943611198906,-4.0856247344989485e-09,0.0
97.0,97.0,-1.3862943611198906,0.0,0.0,-1.3862943611198906,0.0,0.0
100.0,100.0,-10.41134675064141,-10.125437116509715,-9.396910911810958,-10.411346750685139,-9.844718037465267,-8.49986483511313
