,sub,beta,w1,w2,log_lik
31,31,0.07054209579287565,-13.749952933251087,158.14325230719197,-24.49215864220074
32,32,0.06575432253119287,215.88539301661442,-93.42108726263734,-24.51798938853124
33,33,0.07413364140785678,86.27694300890154,50.24889690089192,-28.393630566312087
34,34,0.031058212874589056,67.66234705245556,71.07086685842668,-30.976507764204804
35,35,0.05280534948204696,52.040436245068584,87.76434657377453,-27.65421885884989
36,36,0.015370569774428407,78.08285428160568,59.90892113961712,-33.09893950705256
37,37,0.05420780467207792,75.45422480947548,62.30234958709535,-25.18694449285735
38,38,0.041756377351067596,6.439630440361595,136.99747096462545,-28.668052145901584
39,39,0.034447853522583366,85.00649224042078,52.116972938207425,-29.115447850623262
40,40,0.0386335596639669,16.160889679807745,126.62518084288112,-30.544755245632135
41,41,0.21082560215956547,141.93551960422548,-12.56997644017597,-24.240403232424942
42,42,0.15862179586319847,139.61035048188475,-9.393445052515702,-23.117342602569096
43,43,0.09320546861050218,321.3948465379119,-213.67201055748885,-23.795139348336885
44,44,0.051830824350633777,-32.00277226808988,177.72472841713835,-28.839222064263673
45,45,6.8378973143376784,198.83348068409506,-86.3034342013251,-21.115827904567936
46,46,4.942063574938852,233.06918742409778,-137.9877055421636,-21.117665022121393
47,47,6.04436100623691,177.99147142722717,-70.06525464017264,-21.116957861054402
48,48,0.061270014969171574,-8.234860995437169,152.4007054788692,-27.990639238844018
49,49,0.032702761419303256,92.41365902104134,44.03629879155267,-30.290511317943825
50,50,0.05826238926821539,46.30064743376241,93.91017522481718,-27.59401075715892
51,51,0.05144595121165099,182.83137531184278,-56.203224369552544,-25.225121585279794
52,52,0.029586095784549224,43.2510632349991,97.56535698451552,-29.540129178904877
53,53,8.01885855369926,-0.8845597718091289,1.283729995141265,-27.540832526255073
54,54,0.041831982734578235,31.10708720455876,110.51735119097566,-29.062426936035592
55,55,8.039559914924727,0.08363786342572528,-0.16289647677101193,-32.637519669973074
56,56,-0.4326966116375107,-51.538103720817006,205.04484757331053,-21.145288341653522
57,57,0.03606748917519678,-51.399561351454054,198.35280195765284,-27.669240883588987
58,58,0.042041309518291894,120.27180857116883,13.325608951449329,-28.992107787677522
59,59,8.033332178296563,0.26962119350744673,-0.30852601165940263,-32.39947910466734
60,60,0.07065401653261769,130.35604657810575,1.8631667608402998,-26.146060062466532
61,61,0.03892288161677933,-25.42304030421854,170.94127355046692,-27.256403407473545
62,62,0.034883169987130785,190.43318274384504,-64.51132084103762,-28.33926092306471
63,63,5.649734762746044,172.69675334406082,-67.05168230502431,-21.117636298886893
64,64,0.038387549478530646,-41.95789516817845,188.4016374047518,-28.962627902515884
65,65,0.039990281545682335,244.5800433527436,-125.49749266003968,-25.739667064212036
66,66,0.07430456852853806,109.62529139486841,24.658619172821805,-26.772812567695855
67,67,0.03063673688908948,-109.4107995098267,258.5366631603801,-30.58072336567557
68,68,0.03491256445649753,197.0270367934936,-71.89519777461999,-26.630596821740948
69,69,0.023808449581487423,22.571536816964993,119.9306680338686,-32.01364566266114
70,70,0.04501633352451323,122.41478540187308,10.928329526839079,-28.299741528491374
71,71,0.05367705342337549,-33.7152972596779,179.50757326753563,-26.07396727391792
72,72,0.10002277013075334,117.45790421800577,15.738437944608098,-24.631263327410398
73,73,0.041020839427972786,220.50493759523897,-98.33656844774792,-25.72584916549257
74,74,6.871223593183823,194.37527534770464,-218.55440894537887,-21.144276148612537
76,76,0.02083637737314271,-37.61828300443268,184.06931194134907,-30.994492584899366
