,sub,beta,w1,w2,log_lik
2.0,2.0,5.9656413690321894,187.20093117365178,-80.88151365307135,-21.11685360551336
3.0,3.0,6.509322894343233,172.18802919701255,-59.72092773419902,-21.11660075319372
4.0,4.0,7.60933105924561,61.85872259654775,72.61361788117202,-21.11890957610334
5.0,5.0,0.18016447631324833,74.41225500564238,61.91291835795889,-23.556387291691788
6.0,6.0,0.03871297558815805,89.57895008395306,47.06597516429347,-27.89050231641078
7.0,7.0,0.018600677597886348,-196.74053227802744,345.5260297358154,-28.685002521496273
8.0,8.0,0.07847726818352771,29.645750136152387,111.62923038566092,-26.41490848450041
9.0,9.0,9.675128617660718,2.538378978884327,163.9675369073599,-21.992742547190236
10.0,10.0,0.06324235029091624,-3.888073365261133,147.74539905772036,-29.69327191838596
11.0,11.0,0.09130414544329424,54.11511085742268,85.04073972294009,-24.771159161152777
12.0,12.0,0.03480690720484508,59.681055236732085,79.69970199804247,-31.652787468698435
13.0,13.0,0.049493445942681576,147.64668487574681,-17.021095979563484,-27.517532868398682
14.0,14.0,0.02453795433770166,84.55860426502619,52.72662071733324,-30.49819810833683
15.0,15.0,0.009236987093084969,21.956943347761865,120.77689498491313,-32.957267096015364
16.0,16.0,0.03633663885878714,17.149023485623587,125.59434049302035,-29.0038637314442
17.0,17.0,6.95456264450691,128.2104499527706,-6.938942275709761,-21.123884869130855
18.0,18.0,0.05232580123217714,-4.957095469683136,149.02701208381262,-29.590211045641414
19.0,19.0,0.002486385592526571,699.1655618174743,-665.1455095418443,-32.239444638920006
20.0,20.0,0.14029446419347247,-5.762927498083432,148.73992018766768,-23.710017360066217
21.0,21.0,0.014272806007620646,0.6073787389991082,143.5868036657627,-32.42444709258631
22.0,22.0,0.05911195605997302,113.11386648637341,21.003632132423405,-26.773763077126187
23.0,23.0,7.709958960018796,-95.194925579929,239.6040165437245,-21.123967280875675
24.0,24.0,6.4249075737451005,123.2718423556409,-6.664224860110711,-21.11792502947814
25.0,25.0,0.01279207861554538,-10.487832556472613,155.43494770901168,-32.501967058582245
26.0,26.0,0.057724913405285294,56.96061681193389,82.36951847558561,-27.931536044221797
27.0,27.0,8.053942498814656,0.0939016831756767,-0.3631186836275247,-31.65437445715186
28.0,28.0,0.038428783769891645,106.74465974685837,28.2515004991155,-29.539917355707743
29.0,29.0,0.021721776898745555,103.6272517883055,31.874956459323155,-31.89001091030314
30.0,30.0,0.06314439184966336,123.86349712284536,9.116518401115147,-27.068655656064188
31.0,31.0,0.04984507647226176,21.231787732578738,121.03895770220973,-25.811752623387687
32.0,32.0,6.221566826202757,189.8290879263027,-81.78692429884134,-21.1165029816984
33.0,33.0,0.05387812690510037,93.32035623188585,42.788529190330905,-29.748868206527966
34.0,34.0,0.06602774421876052,75.10301567549757,62.54132365922098,-27.547766835641895
35.0,35.0,0.05218053970129699,53.291914526945504,86.41595610860273,-27.724622584556577
36.0,36.0,0.06342215832761536,69.04951332065781,69.16540876155042,-29.392844949387886
37.0,37.0,7.303383214089608,98.58213473262374,29.19585259031938,-21.117947977057124
38.0,38.0,0.03237732245476325,-51.092600013765875,198.0818918781942,-29.62720139284933
39.0,39.0,0.02640144924775672,50.96134672863725,89.26075869457546,-30.391175620179638
40.0,40.0,0.062196171437726974,-50.956335638612934,197.52704694951987,-29.639225640037765
