,sub,m1a_ll,m1b_ll,m1c_ll,m2a_ll,m2b_ll,m2c_ll
1.0,1.0,-9.584848676332541,-9.578962893563839,-8.596842120342636,-9.584848676395609,-9.578962893566018,-8.596842120340098
2.0,2.0,-12.47643856631723,-12.436552233754789,-12.3249865158761,-10.81943338224133,-10.73257990520838,-10.702248127112956
3.0,3.0,-13.861598153234397,-13.483463612120392,-13.306630472981293,-12.476649250079015,-12.455302571446637,-12.393808330102685
4.0,4.0,-12.231340333143633,-12.164160579739375,-10.972570647242257,-12.011599004674066,-11.623303643276923,-10.541334319872346
5.0,5.0,-13.288412039210623,-13.28077817484839,-13.005858985568809,-12.38489791294102,-12.28402481057515,-12.150293334384418
6.0,6.0,-12.30333285103437,-11.79728538320108,-9.493427318653175,-12.190152744176547,-11.797285383394149,-9.493427318655408
7.0,7.0,-13.378631029724986,-13.354095872010529,-13.325252447829081,-12.169817624732769,-12.029551767351025,-12.003951033271312
8.0,8.0,-8.955935334194864,-8.756757360088724,-7.957189773385414,-7.865750987627696,-7.718026146305443,-7.565548649300877
9.0,9.0,-8.13990012193712,-8.134574309488787,-7.666787147256496,-8.139900121937211,-8.13423134851451,-7.666787147314514
10.0,10.0,-1.3862943611198906,0.0,0.0,-1.3862943611198906,0.0,0.0
11.0,11.0,-1.3866700825921583,-1.386670044930231,-0.015695721210701327,-1.3866700825969593,-1.3866700450030913,-0.01581308353271582
12.0,12.0,-13.279685338379503,-12.54515159148761,-10.304895818797716,-12.303683449712324,-12.011328326820795,-10.30489581881733
13.0,13.0,-1.3862943611198906,-1.1579139355825832,-2.5210287856459637e-05,-1.3862943611198906,-1.1579139355825727,-1.5765166949677305e-14
14.0,14.0,-9.060819943966825,-7.747947162780974,-7.12321976592297,-8.464343411237817,-7.59912265040299,-7.082016520719879
15.0,15.0,-13.150632466130482,-12.874760804328842,-12.5542102091316,-12.07981427483779,-11.941405949450681,-11.868338598713894
