sub,trial,block,offer,partner_name,partner_id,choice,choice_RT,f_r_page_submit,RP,RP_RT,condition
49,2,r,70,tyler,81,0,3.726,2.338,0.15,3.775,re_r_order
49,3,r,85,tony,27,0,3.472,2.231,0.15,2.767,re_r_order
49,4,r,65,patric,145,0,2.631,1.802,0.15,3.627,re_r_order
49,5,r,90,keith,90,0,3.323,2.331,0.15,2.992,re_r_order
49,6,r,50,nathan,160,0,3.958,2.406,0.15,3.796,re_r_order
49,7,r,60,mark,116,0,3.241,1.934,0.15,3.767,re_r_order
49,8,r,70,edward,54,0,3.134,1.739,0.15,3.498,re_r_order
49,9,r,60,joseph,169,0,3.332,1.666,0.15,3.36,re_r_order
49,10,r,80,blake,22,0,3.352,1.842,0.15,3.489,re_r_order
49,11,r,90,connor,153,0,3.115,1.939,0.15,3.386,re_r_order
49,12,r,65,paul,83,0,3.618,2.44,0.15,3.677,re_r_order
49,13,r,80,cory,47,0,3.909,2.535,0.15,3.829,re_r_order
49,14,r,95,scott,152,0,3.513,1.85,0.15,4.682,re_r_order
49,15,r,75,joshua,62,0,3.366,1.941,0.3,3.078,re_r_order
49,16,r,50,anthony,63,0,3.572,1.884,0.2,5.069,re_r_order
49,17,r,75,michae,135,0,3.143,2.003,0.1,4.228,re_r_order
49,18,r,55,tom,161,0,3.504,2.028,0.1,54.388,re_r_order
49,19,r,55,logan,144,0,3.329,2.143,0.1,3.061,re_r_order
49,20,r,95,ethan,20,0,3.116,1.505,0.05,27.063,re_r_order
50,1,r,75,michae,135,0,3.268,2.72,0.15,9.771,r_re_order
50,2,r,85,tony,27,0,3.029,1.859,0.2,6.84,r_re_order
50,3,r,50,anthony,63,0,1.861,1.263,0.4,5.969,r_re_order
50,4,r,70,edward,54,0,1.741,1.237,0.1,4.995,r_re_order
50,5,r,90,connor,153,0,2.225,1.699,0.2,4.539,r_re_order
50,6,r,60,joseph,169,0,2.336,1.461,0.3,4.425,r_re_order
50,7,r,70,tyler,81,0,3.91,1.137,0.15,4.244,r_re_order
50,8,r,95,scott,152,0,2.818,1.453,0.25,4.43,r_re_order
50,9,r,60,mark,116,0,1.668,1.236,0.25,5.699,r_re_order
50,10,r,75,joshua,62,0,1.83,1.196,0.4,5.447,r_re_order
50,11,r,55,logan,144,0,1.637,1.154,0.05,5.23,r_re_order
50,12,r,85,kyle,23,0,1.774,1.69,0.1,3.79,r_re_order
50,13,r,55,tom,161,0,1.833,1.675,0.35,7.996,r_re_order
50,14,r,65,paul,83,0,2.425,1.344,0.2,5.107,r_re_order
50,15,r,65,patric,145,0,1.866,1.168,0.15,3.332,r_re_order
50,16,r,95,ethan,20,0,2.108,1.373,0.5,4.513,r_re_order
50,17,r,80,blake,22,0,1.791,1.083,0.15,4.598,r_re_order
50,18,r,80,cory,47,0,1.649,1.067,0.3,3.717,r_re_order
50,19,r,50,nathan,160,0,1.752,1.033,0.45,3.02,r_re_order
50,20,r,90,keith,90,0,2.484,1.601,0.1,2.576,r_re_order
51,1,r,65,patric,145,0,4.635,3.615,0.3,4.813,re_r_order
51,2,r,70,tyler,81,0,1.983,0.787,0.3,1.585,re_r_order
51,3,r,85,tony,27,1,1.919,0.913,0.1,2.097,re_r_order
51,4,r,95,ethan,20,1,2.558,0.971,0.25,39.97,re_r_order
51,5,r,50,nathan,160,0,1.351,0.849,0.3,1.932,re_r_order
51,6,r,90,connor,153,1,1.928,1.464,0.05,4.812,re_r_order
51,7,r,85,kyle,23,1,1.183,0.78,0.25,3.747,re_r_order
51,8,r,75,joshua,62,0,2.122,1.288,0.1,3.952,re_r_order
51,9,r,80,blake,22,0,1.684,0.888,0.15,32.161,re_r_order
51,10,r,60,mark,116,0,1.616,0.76,0.25,1.509,re_r_order
51,11,r,70,edward,54,0,1.631,0.926,0.15,3.846,re_r_order
51,12,r,50,anthony,63,0,25.038,1.113,0.35,9.189,re_r_order
51,13,r,90,keith,90,1,0.902,0.959,0.25,1.801,re_r_order
51,14,r,55,logan,144,0,1.516,1.03,0.4,2.709,re_r_order
51,15,r,65,paul,83,0,1.537,1.046,0.45,2.429,re_r_order
51,16,r,55,tom,161,0,1.847,0.838,0.45,1.846,re_r_order
51,17,r,75,michae,135,0,2.232,1.233,0.45,1.399,re_r_order
51,18,r,80,cory,47,0,1.28,0.852,0.35,1.532,re_r_order
51,19,r,60,joseph,169,0,1.703,0.738,0.35,1.534,re_r_order
51,20,r,95,scott,152,1,2.358,1.361,0.5,4.135,re_r_order
52,1,r,90,keith,90,1,4.433,3.286,0.2,6.095,r_re_order
52,2,r,70,tyler,81,1,3.157,3.02,0.5,5.836,r_re_order
52,3,r,75,joshua,62,1,2.421,2.742,0.3,7.005,r_re_order
52,4,r,65,patric,145,0,2.801,4.182,0.1,10.113,r_re_order
52,5,r,80,blake,22,1,2.472,1.829,0.1,7.044,r_re_order
52,6,r,65,paul,83,0,4.001,3.083,0.3,3.243,r_re_order
52,7,r,95,ethan,20,1,2.83,4.075,0.05,4.333,r_re_order
52,8,r,80,cory,47,1,2.62,1.978,0.5,3.293,r_re_order
52,9,r,60,mark,116,0,2.338,1.986,0.3,3.888,r_re_order
52,10,r,55,tom,161,0,2.548,2.28,0.25,4.033,r_re_order
52,11,r,85,tony,27,1,2.454,1.891,0.3,3.872,r_re_order
52,12,r,55,logan,144,0,2.393,1.969,0.5,3.314,r_re_order
52,13,r,50,anthony,63,0,2.503,2.311,0.15,3.245,r_re_order
52,14,r,95,scott,152,1,2.209,1.599,0.25,3.465,r_re_order
52,15,r,50,nathan,160,0,2.033,1.601,0.4,4.216,r_re_order
52,16,r,70,edward,54,1,1.947,2.292,0.2,4.494,r_re_order
52,17,r,90,connor,153,1,4.725,2.67,0.4,3.329,r_re_order
52,18,r,75,michae,135,1,2.232,1.432,0.5,3.13,r_re_order
52,19,r,85,kyle,23,1,1.705,1.158,0.4,3.904,r_re_order
52,20,r,60,joseph,169,0,2.512,2.498,0.4,4.421,r_re_order
53,1,r,60,mark,116,0,2.019,3.389,0.15,6.918,re_r_order
53,2,r,70,tyler,81,0,1.468,2.268,0.3,5.987,re_r_order
53,3,r,95,ethan,20,1,1.942,1.425,0.1,4.269,re_r_order
53,4,r,55,tom,161,0,3.167,29.316,0.4,2.983,re_r_order
53,5,r,75,michae,135,1,2.976,1.601,0.25,5.153,re_r_order
53,6,r,80,blake,22,1,2.744,1.102,0.1,5.449,re_r_order
53,7,r,60,joseph,169,0,1.626,1.165,0.25,3.143,re_r_order
53,8,r,50,nathan,160,0,1.411,1.18,0.35,2.618,re_r_order
53,9,r,65,paul,83,0,2.444,1.229,0.3,15.812,re_r_order
53,10,r,50,anthony,63,0,1.933,1.102,0.25,2.809,re_r_order
53,11,r,85,tony,27,1,1.581,1.254,0.4,2.861,re_r_order
53,12,r,90,keith,90,1,1.474,1.15,0.3,2.976,re_r_order
53,13,r,55,logan,144,0,3.505,2.793,0.2,3.558,re_r_order
53,14,r,95,scott,152,1,2.312,1.142,0.35,3.28,re_r_order
53,15,r,70,edward,54,0,1.888,1.261,0.35,9.015,re_r_order
53,16,r,85,kyle,23,1,1.92,1.103,0.25,3.223,re_r_order
53,17,r,90,connor,153,1,2.406,1.38,0.1,2.735,re_r_order
53,18,r,65,patric,145,0,1.978,1.023,0.35,3.112,re_r_order
53,19,r,75,joshua,62,0,1.638,1.162,0.4,3.928,re_r_order
53,20,r,80,cory,47,1,2.509,0.839,0.2,5.17,re_r_order
54,1,r,85,tony,27,0,5.691,2.301,0.25,7.272,r_re_order
54,2,r,55,logan,144,0,2.349,2,0.2,5.816,r_re_order
54,3,r,95,ethan,20,1,4.61,1.71,0.4,3.4,r_re_order
54,4,r,50,nathan,160,0,2.087,1.392,0.45,5.43,r_re_order
54,5,r,50,anthony,63,0,2.06,1.182,0.45,3.308,r_re_order
54,6,r,65,paul,83,0,2.309,1.743,0.3,4.048,r_re_order
54,7,r,60,joseph,169,0,3.457,1.578,0.35,4.406,r_re_order
54,8,r,85,kyle,23,1,2.655,1.337,0.3,6.301,r_re_order
54,9,r,75,michae,135,1,2.41,1.393,0.35,3.038,r_re_order
54,10,r,80,blake,22,1,2.445,1.464,0.05,3.947,r_re_order
54,11,r,60,mark,116,0,2.093,2.289,0.25,2.86,r_re_order
54,12,r,90,connor,153,1,1.927,1.362,0.05,2.888,r_re_order
54,13,r,90,keith,90,1,3.034,1.359,0.15,3.278,r_re_order
54,14,r,75,joshua,62,1,1.718,1.973,0.4,7.002,r_re_order
54,15,r,70,edward,54,1,2.671,1.452,0.4,3.923,r_re_order
54,16,r,80,cory,47,1,2.438,1.389,0.25,4.132,r_re_order
54,17,r,95,scott,152,1,2.363,1.259,0.05,9.545,r_re_order
54,18,r,55,tom,161,0,2.172,1.291,0.4,3.439,r_re_order
54,19,r,65,patric,145,0,3.256,1.251,0.25,2.951,r_re_order
54,20,r,70,tyler,81,0,2.25,1.397,0.45,2.721,r_re_order
55,1,r,75,michae,135,1,11.261,7.047,0.1,7.266,re_r_order
55,2,r,60,joseph,169,0,1.753,1.556,0.15,7.567,re_r_order
55,3,r,70,edward,54,0,1.762,1.295,0.2,4.115,re_r_order
55,4,r,95,ethan,20,1,1.742,2.437,0.05,2.826,re_r_order
55,5,r,85,tony,27,1,2.278,0.998,0.15,3.168,re_r_order
55,6,r,80,cory,47,1,2.327,1.148,0.2,4.365,re_r_order
55,7,r,70,tyler,81,0,2.053,1.265,0.25,2.899,re_r_order
55,8,r,65,patric,145,0,1.854,0.932,0.15,2.895,re_r_order
55,9,r,55,logan,144,0,1.813,1.275,0.1,3.095,re_r_order
55,10,r,55,tom,161,0,1.419,1.151,0.15,3.369,re_r_order
55,11,r,85,kyle,23,1,1.87,1.331,0.25,4.306,re_r_order
55,12,r,50,anthony,63,0,1.749,1.411,0.05,2.772,re_r_order
55,13,r,50,nathan,160,0,2.047,1.052,0.15,4.417,re_r_order
55,14,r,75,joshua,62,1,1.336,1.076,0.05,2.484,re_r_order
55,15,r,95,scott,152,1,1.386,1.304,0.1,4.34,re_r_order
55,16,r,90,keith,90,1,1.87,0.935,0.2,5.267,re_r_order
55,17,r,90,connor,153,1,1.754,1.348,0.2,3.424,re_r_order
55,18,r,65,paul,83,0,1.89,1.056,0.15,4.324,re_r_order
55,19,r,60,mark,116,0,1.677,0.878,0.2,3.862,re_r_order
55,20,r,80,blake,22,1,1.917,1.051,0.15,4.1,re_r_order
56,1,r,95,scott,152,1,3.07,2.906,0,4.555,re_r_order
56,2,r,90,connor,153,1,2.335,1.929,0.05,2.878,re_r_order
56,3,r,85,tony,27,1,2.627,3.348,0.25,3.663,re_r_order
56,4,r,55,logan,144,0,2.12,2.007,0.35,1.988,re_r_order
56,5,r,95,ethan,20,1,1.946,1.618,0.3,2.724,re_r_order
56,6,r,65,paul,83,0,2.18,1.276,0.3,2.577,re_r_order
56,7,r,75,michae,135,0,2.509,1.356,0.1,2.709,re_r_order
56,8,r,60,mark,116,0,2.58,1.49,0.4,2.174,re_r_order
56,9,r,55,tom,161,0,1.634,1.183,0.4,2.472,re_r_order
56,10,r,90,keith,90,1,1.863,1.512,0.25,2.923,re_r_order
56,11,r,50,nathan,160,0,2.21,1.261,0.5,2.948,re_r_order
56,12,r,75,joshua,62,0,2.291,1.111,0.1,2.65,re_r_order
56,13,r,80,blake,22,0,3.166,1.168,0.05,2.392,re_r_order
56,14,r,85,kyle,23,1,2.024,1.337,0,2.854,re_r_order
56,15,r,65,patric,145,0,2.019,1.24,0.15,2.383,re_r_order
56,16,r,70,edward,54,0,1.495,3.217,0.35,2.335,re_r_order
56,17,r,60,joseph,169,0,1.844,1.327,0.35,2.062,re_r_order
56,18,r,70,tyler,81,0,1.966,1.057,0.4,2.451,re_r_order
56,19,r,80,cory,47,1,1.803,1.068,0.5,2.661,re_r_order
56,20,r,50,anthony,63,0,2.05,1.161,0.05,2.093,re_r_order
57,1,r,95,scott,152,1,4.058,4.143,0.05,3.992,re_r_order
57,2,r,50,anthony,63,0,2.513,2.094,0.2,4.207,re_r_order
57,3,r,60,mark,116,0,2.319,1.568,0.25,3.41,re_r_order
57,4,r,60,joseph,169,0,1.988,1.461,0.15,4.971,re_r_order
57,5,r,85,kyle,23,1,3.027,1.761,0.5,3.692,re_r_order
57,6,r,75,michae,135,1,3.113,1.705,0.2,4.311,re_r_order
57,7,r,65,patric,145,0,3.217,1.591,0.25,3.458,re_r_order
57,8,r,90,keith,90,1,3.141,2.108,0.1,3.115,re_r_order
57,9,r,55,tom,161,0,1.894,1.57,0.15,4.416,re_r_order
57,10,r,85,tony,27,1,2.438,1.487,0.5,4.235,re_r_order
57,11,r,80,blake,22,1,2.1,1.414,0.2,3.725,re_r_order
57,12,r,70,tyler,81,0,2.079,1.743,0.15,4.273,re_r_order
57,13,r,75,joshua,62,1,2.932,1.336,0.1,3.269,re_r_order
57,14,r,65,paul,83,0,2.107,1.455,0.15,2.958,re_r_order
57,15,r,90,connor,153,1,2.181,1.388,0.4,4.525,re_r_order
57,16,r,95,ethan,20,1,2.377,2.382,0.05,4.093,re_r_order
57,17,r,55,logan,144,0,2.582,1.662,0.1,2.939,re_r_order
57,18,r,70,edward,54,0,2.692,1.368,0.3,4.128,re_r_order
57,19,r,80,cory,47,1,2.472,1.556,0.5,4.197,re_r_order
57,20,r,50,nathan,160,0,1.961,1.781,0.5,3.033,re_r_order
58,1,r,80,blake,22,0,1.51,1.361,0.5,7.097,re_r_order
58,2,r,95,scott,152,0,1.725,1.091,0.25,2.141,re_r_order
58,3,r,70,edward,54,0,1.729,0.893,0.35,1.915,re_r_order
58,4,r,70,tyler,81,0,1.977,1.281,0.15,4.644,re_r_order
58,5,r,85,kyle,23,0,1.352,1.099,0.35,1.559,re_r_order
58,6,r,60,mark,116,0,1.513,1.26,0.45,1.361,re_r_order
58,7,r,55,logan,144,0,2.267,1.201,0.45,1.171,re_r_order
58,8,r,95,ethan,20,0,1.477,0.966,0.2,1.352,re_r_order
58,9,r,85,tony,27,0,1.487,1.384,0.2,1.651,re_r_order
58,10,r,75,michae,135,0,1.723,0.857,0.3,1.314,re_r_order
58,11,r,90,keith,90,0,1.608,0.838,0.45,1.693,re_r_order
58,12,r,60,joseph,169,0,1.25,0.949,0.45,1.078,re_r_order
58,13,r,65,patric,145,0,1.63,0.905,0.25,1.217,re_r_order
58,14,r,55,tom,161,0,1.614,0.902,0.15,1.788,re_r_order
58,15,r,75,joshua,62,0,1.472,1.263,0.4,1.42,re_r_order
58,16,r,50,nathan,160,0,1.212,0.852,0.45,1.444,re_r_order
58,17,r,90,connor,153,0,2.156,1.151,0.25,1.688,re_r_order
58,18,r,50,anthony,63,0,1.829,1.141,0.2,2.069,re_r_order
58,19,r,65,paul,83,0,2.354,1.076,0.35,1.329,re_r_order
58,20,r,80,cory,47,0,1.721,1.601,0.35,1.065,re_r_order
59,1,r,65,patric,145,0,5.122,5.237,0.3,24.816,r_re_order
59,2,r,95,ethan,20,1,4.52,2.778,0.25,6.659,r_re_order
59,3,r,90,connor,153,1,3.317,2.332,0.45,4.601,r_re_order
59,4,r,80,blake,22,0,3.519,2.546,0.25,7.995,r_re_order
59,5,r,75,michae,135,0,4.122,2.815,0.25,24.967,r_re_order
59,6,r,55,logan,144,0,4.249,2.066,0.1,3.413,r_re_order
59,7,r,50,nathan,160,0,3.799,3.037,0.15,4.089,r_re_order
59,8,r,90,keith,90,1,4.174,3.581,0.35,3.7,r_re_order
59,9,r,95,scott,152,1,3.102,4.428,0.45,3.539,r_re_order
59,10,r,75,joshua,62,0,3.878,3.85,0.25,13.563,r_re_order
59,11,r,80,cory,47,1,3.725,2.599,0.4,3.28,r_re_order
59,12,r,85,tony,27,0,6.125,4.338,0.45,3.803,r_re_order
59,13,r,65,paul,83,0,2.93,2.431,0.45,8.442,r_re_order
59,14,r,70,edward,54,0,3.459,1.902,0.5,3.148,r_re_order
59,15,r,60,joseph,169,0,7.302,2.102,0.4,2.999,r_re_order
59,16,r,60,mark,116,0,2.759,2.098,0.4,3.117,r_re_order
59,17,r,50,anthony,63,0,3.995,2.223,0.5,2.758,r_re_order
59,18,r,55,tom,161,0,3.316,2.432,0.3,9.133,r_re_order
59,19,r,70,tyler,81,0,2.995,2.044,0.4,2.771,r_re_order
59,20,r,85,kyle,23,1,3.32,6.737,0.35,13.293,r_re_order
60,1,r,50,anthony,63,0,3.452,4.322,0.35,5.804,re_r_order
60,2,r,60,joseph,169,0,1.943,1.669,0.2,3.524,re_r_order
60,3,r,60,mark,116,0,2.49,1.625,0.1,3.349,re_r_order
60,4,r,65,patric,145,0,2.265,2.477,0.35,2.649,re_r_order
60,5,r,75,joshua,62,0,1.635,1.446,0.4,2.752,re_r_order
60,6,r,85,kyle,23,0,2.674,1.255,0.15,2.412,re_r_order
60,7,r,90,keith,90,1,2.526,1.676,0.1,2.914,re_r_order
60,8,r,95,ethan,20,1,2.365,1.733,0.3,2.721,re_r_order
60,9,r,50,nathan,160,0,1.912,1.209,0.2,2.441,re_r_order
60,10,r,55,tom,161,0,2.595,1.252,0.4,2.48,re_r_order
60,11,r,95,scott,152,1,2.794,1.25,0.25,3.171,re_r_order
60,12,r,70,tyler,81,0,2.251,1.356,0.2,2.352,re_r_order
60,13,r,80,cory,47,0,3.631,1.05,0.1,2.646,re_r_order
60,14,r,55,logan,144,0,3.262,2.117,0.25,3.728,re_r_order
60,15,r,70,edward,54,0,1.756,1.878,0.3,15.768,re_r_order
60,16,r,75,michae,135,0,1.97,1.079,0.05,2.073,re_r_order
60,17,r,80,blake,22,0,1.919,1.698,0.5,1.753,re_r_order
60,18,r,65,paul,83,0,2.634,1.305,0.3,2.424,re_r_order
60,19,r,85,tony,27,0,1.776,1.104,0.2,2.18,re_r_order
60,20,r,90,connor,153,1,2.411,1.608,0.05,3.494,re_r_order
61,1,r,75,michae,135,0,3.697,2.562,0.15,8.529,re_r_order
61,2,r,80,blake,22,1,3.145,1.969,0.4,10.03,re_r_order
61,3,r,85,kyle,23,1,2.407,1.6,0.5,3.798,re_r_order
61,4,r,60,mark,116,0,2.176,2.162,0.3,4.886,re_r_order
61,5,r,75,joshua,62,0,1.921,2.133,0.5,3.933,re_r_order
61,6,r,65,patric,145,0,1.926,1.945,0.4,4.331,re_r_order
61,7,r,65,paul,83,0,1.572,1.652,0.4,5.874,re_r_order
61,8,r,95,ethan,20,1,2.428,2.029,0.1,4.519,re_r_order
61,9,r,80,cory,47,1,2.017,1.819,0.45,4.469,re_r_order
61,10,r,90,connor,153,1,2.834,1.707,0.05,5.672,re_r_order
61,11,r,90,keith,90,1,2.036,1.977,0.5,3.483,re_r_order
61,12,r,50,anthony,63,0,2.065,2.097,0.5,3.993,re_r_order
61,13,r,55,logan,144,0,2.692,1.537,0.4,5.696,re_r_order
61,14,r,50,nathan,160,0,2.137,1.485,0.4,5.28,re_r_order
61,15,r,55,tom,161,0,1.898,1.542,0.45,4.051,re_r_order
61,16,r,60,joseph,169,0,2.517,1.247,0.3,4.011,re_r_order
61,17,r,70,tyler,81,0,1.936,1.346,0.45,3.564,re_r_order
61,18,r,95,scott,152,1,4.126,1.6,0.25,4.247,re_r_order
61,19,r,85,tony,27,1,2.662,1.508,0.35,3.614,re_r_order
61,20,r,70,edward,54,0,2.19,1.543,0.45,5.784,re_r_order
62,1,r,90,keith,90,1,3.041,3.957,0.1,2.654,re_r_order
62,2,r,80,blake,22,0,2.728,1.794,0.25,2.238,re_r_order
62,3,r,85,tony,27,0,2.296,1.619,0.25,1.413,re_r_order
62,4,r,55,tom,161,0,2.468,1.99,0.2,2.079,re_r_order
62,5,r,55,logan,144,0,1.942,1.629,0.3,2.375,re_r_order
62,6,r,50,anthony,63,0,2.406,1.681,0.25,1.632,re_r_order
62,7,r,60,mark,116,0,1.872,1.205,0.3,1.736,re_r_order
62,8,r,95,scott,152,1,2.109,1.615,0.3,1.65,re_r_order
62,9,r,85,kyle,23,0,1.922,1.443,0.25,2.212,re_r_order
62,10,r,60,joseph,169,0,3.072,1.433,0.35,2.28,re_r_order
62,11,r,75,michae,135,0,2.184,1.33,0.3,2.242,re_r_order
62,12,r,75,joshua,62,0,1.833,1.257,0.35,3.132,re_r_order
62,13,r,50,nathan,160,0,2.584,1.461,0.4,3.378,re_r_order
62,14,r,70,tyler,81,0,1.936,1.43,0.4,2.208,re_r_order
62,15,r,70,edward,54,0,2.504,1.415,0.35,2.507,re_r_order
62,16,r,90,connor,153,1,2.047,1.332,0.2,2.72,re_r_order
62,17,r,95,ethan,20,1,3.354,1.264,0.4,2.305,re_r_order
62,18,r,65,patric,145,0,1.808,1.428,0.3,1.982,re_r_order
62,19,r,80,cory,47,0,1.772,1.491,0.3,1.927,re_r_order
62,20,r,65,paul,83,0,2.407,1.386,0.4,2.651,re_r_order
63,1,r,80,cory,47,0,2.704,3.581,0.35,9.564,r_re_order
63,2,r,85,tony,27,0,4.186,2.263,0.25,4.959,r_re_order
63,3,r,65,patric,145,0,1.828,2.326,0.25,3.256,r_re_order
63,4,r,75,michae,135,0,1.777,1.744,0.25,3.159,r_re_order
63,5,r,95,ethan,20,1,2.497,1.738,0.25,3.031,r_re_order
63,6,r,90,keith,90,1,4.882,1.524,0.25,3.15,r_re_order
63,7,r,85,kyle,23,0,1.926,1.531,0.25,2.66,r_re_order
63,8,r,55,logan,144,0,2.713,1.946,0.25,3.197,r_re_order
63,9,r,90,connor,153,1,3.222,1.431,0.25,3.219,r_re_order
63,10,r,65,paul,83,0,2.711,1.411,0.25,2.817,r_re_order
63,11,r,50,anthony,63,0,2.269,1.405,0.25,3.584,r_re_order
63,12,r,60,joseph,169,0,2.178,1.42,0.25,2.525,r_re_order
63,13,r,55,tom,161,0,3.094,1.513,0.25,2.73,r_re_order
63,14,r,70,tyler,81,0,2.723,1.687,0.25,3.447,r_re_order
63,15,r,80,blake,22,0,2.277,0.978,0.25,3.795,r_re_order
63,16,r,75,joshua,62,0,2.461,1.472,0.25,2.484,r_re_order
63,17,r,70,edward,54,0,2.265,1.056,0.25,2.394,r_re_order
63,18,r,60,mark,116,0,2.368,1.311,0.25,3.004,r_re_order
63,19,r,50,nathan,160,0,2.559,1.137,0.25,3.253,r_re_order
63,20,r,95,scott,152,1,4.26,1.812,0.25,2.457,r_re_order
64,1,r,85,kyle,23,1,5.94,5.883,0.4,13.161,r_re_order
64,2,r,90,keith,90,0,1.904,4.455,0.1,6.571,r_re_order
64,3,r,85,tony,27,1,2.171,1.042,0.4,3.368,r_re_order
64,4,r,60,mark,116,0,2.766,1.259,0.45,2.887,r_re_order
64,5,r,50,anthony,63,0,1.092,1.787,0.25,2.949,r_re_order
64,6,r,70,tyler,81,0,1.556,0.743,0.4,9.436,r_re_order
64,7,r,55,logan,144,0,1.421,2.503,0.05,1.892,r_re_order
64,8,r,65,patric,145,0,1.156,0.795,0.25,17.73,r_re_order
64,9,r,95,ethan,20,1,2.197,1.805,0.3,2.697,r_re_order
64,10,r,65,paul,83,0,2.333,0.719,0.15,2.757,r_re_order
64,11,r,95,scott,152,1,1.872,0.768,0.1,1.793,r_re_order
64,12,r,70,edward,54,0,1.241,0.826,0.5,2.792,r_re_order
64,13,r,55,tom,161,0,1.397,0.571,0.1,4.095,r_re_order
64,14,r,90,connor,153,1,1.829,0.691,0.15,2.038,r_re_order
64,15,r,80,blake,22,1,2.059,0.477,0.25,2.192,r_re_order
64,16,r,60,joseph,169,0,2.343,0.742,0.3,1.858,r_re_order
64,17,r,75,michae,135,1,1.481,1.799,0.1,2.137,r_re_order
64,18,r,75,joshua,62,1,2.757,0.988,0.3,1.985,r_re_order
64,19,r,80,cory,47,1,1.696,0.882,0.35,2.355,r_re_order
64,20,r,50,nathan,160,0,1.425,0.597,0.4,1.45,r_re_order
65,1,r,85,tony,27,0,4.811,4.893,0.25,6.242,r_re_order
65,2,r,95,ethan,20,0,2.911,2.864,0.25,4.599,r_re_order
65,3,r,60,joseph,169,0,2.726,3.507,0.25,4.566,r_re_order
65,4,r,55,logan,144,0,2.562,2.043,0.25,4.815,r_re_order
65,5,r,95,scott,152,0,3.184,1.764,0.25,3.874,r_re_order
65,6,r,60,mark,116,0,2.508,1.685,0.25,4.092,r_re_order
65,7,r,70,tyler,81,0,3.464,1.6,0.25,4.554,r_re_order
65,8,r,50,anthony,63,0,2.795,1.801,0.3,5.477,r_re_order
65,9,r,75,michae,135,0,3.451,2.286,0.25,4.292,r_re_order
65,10,r,90,connor,153,0,2.837,2.256,0.25,5.368,r_re_order
65,11,r,90,keith,90,0,2.795,1.517,0.25,4.622,r_re_order
65,12,r,65,patric,145,0,2.464,1.989,0.25,3.955,r_re_order
65,13,r,75,joshua,62,0,2.607,1.948,0.25,3.739,r_re_order
65,14,r,80,blake,22,0,3.006,1.62,0.25,4.265,r_re_order
65,15,r,80,cory,47,0,3.424,1.567,0.25,4.061,r_re_order
65,16,r,85,kyle,23,0,2.484,1.617,0.25,4.176,r_re_order
65,17,r,70,edward,54,0,4.292,1.682,0.25,3.931,r_re_order
65,18,r,55,tom,161,0,2.605,1.873,0.25,3.915,r_re_order
65,19,r,50,nathan,160,0,2.691,1.778,0.25,3.673,r_re_order
65,20,r,65,paul,83,0,3.724,1.619,0.25,3.836,r_re_order
66,1,r,70,edward,54,0,2.089,2.085,0.2,4.542,re_r_order
66,2,r,95,ethan,20,1,2.16,1.209,0.25,2.661,re_r_order
66,3,r,60,mark,116,0,1.584,1.332,0.15,3.416,re_r_order
66,4,r,60,joseph,169,0,1.85,1.027,0.35,2.179,re_r_order
66,5,r,90,connor,153,1,2.332,1.064,0.05,6.064,re_r_order
66,6,r,85,kyle,23,1,2.273,0.9,0.3,2.198,re_r_order
66,7,r,50,nathan,160,0,1.404,1.515,0.4,4.118,re_r_order
66,8,r,70,tyler,81,0,1.516,1.376,0.25,2.565,re_r_order
66,9,r,85,tony,27,1,2.259,0.863,0.2,2.357,re_r_order
66,10,r,80,blake,22,0,1.412,1.438,0.25,3.013,re_r_order
66,11,r,95,scott,152,1,2.671,1.149,0.1,2.596,re_r_order
66,12,r,50,anthony,63,0,2.015,1.939,0.25,2.724,re_r_order
66,13,r,65,paul,83,0,1.518,1.45,0.2,2.501,re_r_order
66,14,r,80,cory,47,0,2.113,1.106,0.35,2.124,re_r_order
66,15,r,90,keith,90,1,1.912,1.004,0.25,2.31,re_r_order
66,16,r,75,joshua,62,0,1.783,1.166,0.3,4.264,re_r_order
66,17,r,55,tom,161,0,2.424,6.978,0.25,39.451,re_r_order
66,18,r,75,michae,135,0,2.073,0.909,0.35,13.24,re_r_order
66,19,r,65,patric,145,0,2.855,2.236,0.3,3.046,re_r_order
66,20,r,55,logan,144,0,1.522,0.932,0.2,10.326,re_r_order
67,1,r,65,paul,83,0,5.309,8.1,0.3,26.044,r_re_order
67,2,r,55,tom,161,0,3.94,2.299,0.35,4.862,r_re_order
67,3,r,80,cory,47,0,2.9,1.675,0.3,3.324,r_re_order
67,4,r,75,michae,135,0,1.729,2.035,0.25,3.848,r_re_order
67,5,r,90,connor,153,1,2.891,3.204,0.3,3.676,r_re_order
67,6,r,60,mark,116,0,2.216,1.469,0.25,2.568,r_re_order
67,7,r,70,tyler,81,0,2.437,1.257,0.2,3.615,r_re_order
67,8,r,85,kyle,23,1,2.295,1.422,0.45,2.926,r_re_order
67,9,r,60,joseph,169,0,2.099,1.578,0.35,2.594,r_re_order
67,10,r,55,logan,144,0,2.277,1.38,0.25,1.797,r_re_order
67,11,r,65,patric,145,0,2.43,1.647,0.25,2.096,r_re_order
67,12,r,75,joshua,62,0,2.073,1.14,0.25,2.088,r_re_order
67,13,r,80,blake,22,0,1.932,1.151,0.3,1.965,r_re_order
67,14,r,95,ethan,20,1,1.719,1.36,0.3,2.009,r_re_order
