sub,trial,block,offer,partner_name,partner_id,choice,choice_RT,f_r_page_submit,RP,RP_RT,condition
1,1,r,75,michae,135,0,3.932,3.826,0.25,4.466,re_r_order
1,2,r,65,paul,83,0,4.126,2.35,0.35,3.838,re_r_order
1,3,r,75,joshua,62,0,3.768,7.905,0.25,2.917,re_r_order
1,4,r,85,tony,27,1,1.757,2.579,0.2,4.141,re_r_order
1,5,r,80,cory,47,0,2.124,2.226,0.4,30.34,re_r_order
1,6,r,60,mark,116,0,1.958,1.694,0.15,2.733,re_r_order
1,7,r,90,keith,90,1,3.446,2.857,0.15,3.06,re_r_order
1,8,r,50,nathan,160,0,1.811,1.778,0.4,2.884,re_r_order
1,9,r,90,connor,153,1,2.085,2.083,0.1,3.074,re_r_order
1,10,r,85,kyle,23,1,2.555,2.379,0.05,4.899,re_r_order
1,11,r,55,tom,161,0,3.116,1.254,0.2,4.08,re_r_order
1,12,r,65,patric,145,0,2.575,1.71,0.25,2.828,re_r_order
1,13,r,70,tyler,81,0,2.358,1.966,0.3,3.865,re_r_order
1,14,r,95,scott,152,1,1.991,2.104,0.05,3.005,re_r_order
1,15,r,50,anthony,63,0,2.069,1.942,0.1,3.015,re_r_order
1,16,r,55,logan,144,0,2.351,1.838,0.1,2.814,re_r_order
1,17,r,95,ethan,20,1,1.853,1.8,0.45,3.164,re_r_order
1,18,r,80,blake,22,1,2.107,3.098,0.25,2.373,re_r_order
1,19,r,60,joseph,169,0,2.31,2.097,0.3,29.329,re_r_order
1,20,r,70,edward,54,0,2.2,1.138,0.1,3.193,re_r_order
2,1,r,95,scott,152,0,2.313,2.017,0.2,6.52,re_r_order
2,2,r,90,keith,90,0,2.453,1.342,0.35,6.167,re_r_order
2,3,r,85,kyle,23,0,2.506,1.448,0.45,2.916,re_r_order
2,4,r,60,mark,116,0,2.412,1.569,0.05,2.875,re_r_order
2,5,r,55,tom,161,0,2.061,1.632,0,2.844,re_r_order
2,6,r,80,blake,22,0,2.383,1.184,0.05,3.086,re_r_order
2,7,r,50,nathan,160,0,2.348,1.2,0.2,9.136,re_r_order
2,8,r,75,michae,135,0,2.698,1.208,0.05,5.015,re_r_order
2,9,r,65,patric,145,0,2.623,1.471,0.1,5.857,re_r_order
2,10,r,85,tony,27,0,2.355,1.484,0.1,5.789,re_r_order
2,11,r,95,ethan,20,0,2.273,1.396,0.15,3.197,re_r_order
2,12,r,70,edward,54,0,2.723,1.151,0.15,3.393,re_r_order
2,13,r,55,logan,144,0,2.381,1.197,0.05,2.962,re_r_order
2,14,r,70,tyler,81,0,3.256,1.501,0.5,3.006,re_r_order
2,15,r,75,joshua,62,0,1.983,1.263,0.15,12.455,re_r_order
2,16,r,90,connor,153,0,2.561,1.293,0.05,3.196,re_r_order
2,17,r,65,paul,83,0,3.123,1.277,0.15,8.57,re_r_order
2,18,r,50,anthony,63,0,2.849,1.096,0.1,3.681,re_r_order
2,19,r,60,joseph,169,0,2.751,1.45,0.35,3.733,re_r_order
2,20,r,80,cory,47,0,2.869,1.424,0.2,2.639,re_r_order
3,1,r,90,keith,90,1,6.071,4.026,0.1,6.552,re_r_order
3,2,r,85,kyle,23,1,3.714,4.096,0.15,4.591,re_r_order
3,3,r,50,nathan,160,0,2.332,1.753,0.35,3.127,re_r_order
3,4,r,90,connor,153,1,2.223,1.671,0.25,3.1,re_r_order
3,5,r,55,logan,144,0,2.439,1.497,0.1,5.086,re_r_order
3,6,r,85,tony,27,1,2.074,1.666,0.25,4.462,re_r_order
3,7,r,75,michae,135,0,2.348,1.466,0.15,3.011,re_r_order
3,8,r,80,cory,47,0,2.292,1.443,0.1,3.236,re_r_order
3,9,r,60,joseph,169,0,3.383,1.983,0.25,4.156,re_r_order
3,10,r,60,mark,116,0,3.19,2.025,0.15,2.909,re_r_order
3,11,r,70,edward,54,0,2.142,1.739,0.25,8.653,re_r_order
3,12,r,75,joshua,62,0,2.459,1.366,0.15,9.13,re_r_order
3,13,r,80,blake,22,0,1.999,1.51,0.1,2.97,re_r_order
3,14,r,65,patric,145,0,2.233,1.326,0.15,2.836,re_r_order
3,15,r,55,tom,161,0,2.528,1.892,0.3,3.218,re_r_order
3,16,r,95,ethan,20,1,2.288,1.3,0.1,2.673,re_r_order
3,17,r,65,paul,83,0,2.459,1.558,0.2,4.785,re_r_order
3,18,r,50,anthony,63,0,1.941,1.452,0.3,10.765,re_r_order
3,19,r,70,tyler,81,0,1.877,1.251,0.15,4.025,re_r_order
3,20,r,95,scott,152,1,2.46,1.421,0.15,5.981,re_r_order
4,1,r,55,tom,161,0,2.721,3.34,0.5,12.434,re_r_order
4,2,r,60,joseph,169,0,2.007,3.269,0.5,3.365,re_r_order
4,3,r,70,edward,54,0,2.323,2.273,0.5,2.262,re_r_order
4,4,r,90,keith,90,0,2.397,2.079,0.5,1.449,re_r_order
4,5,r,95,ethan,20,0,2.607,1.514,0.5,2.712,re_r_order
4,6,r,50,nathan,160,0,2.446,2.649,0.5,2.715,re_r_order
4,7,r,65,patric,145,0,2.809,1.474,0.5,2.185,re_r_order
4,8,r,50,anthony,63,0,2.839,1.521,0.5,1.956,re_r_order
4,9,r,85,tony,27,0,2.832,1.6,0.5,0.857,re_r_order
4,10,r,75,michae,135,0,2.39,1.831,0.5,7.164,re_r_order
4,11,r,80,blake,22,0,2.266,2.285,0.5,2.433,re_r_order
4,12,r,60,mark,116,0,2.778,3.773,0.5,1.221,re_r_order
4,13,r,75,joshua,62,0,2.255,1.288,0.5,0.939,re_r_order
4,14,r,85,kyle,23,0,3.198,1.691,0.5,0.644,re_r_order
4,15,r,70,tyler,81,0,2.889,1.401,0.5,2.401,re_r_order
4,16,r,65,paul,83,0,6.181,1.608,0.5,5.571,re_r_order
4,17,r,90,connor,153,0,1.646,2.469,0.5,1.634,re_r_order
4,18,r,80,cory,47,0,2.561,2.43,0.5,1.493,re_r_order
4,19,r,55,logan,144,0,2.432,1.754,0.5,2.108,re_r_order
4,20,r,95,scott,152,0,2.28,1.625,0.5,1.118,re_r_order
5,1,r,65,paul,83,0,4.37,4.843,0.25,9.926,r_re_order
5,2,r,90,connor,153,1,3.41,1.845,0.2,4.579,r_re_order
5,3,r,85,tony,27,1,3.561,1.607,0.4,3.191,r_re_order
5,4,r,50,anthony,63,0,2.302,1.502,0.35,3.671,r_re_order
5,5,r,55,tom,161,0,13.887,1.449,0.1,2.493,r_re_order
5,6,r,60,joseph,169,0,2.225,1.47,0.3,7.154,r_re_order
5,7,r,65,patric,145,0,2.137,1.552,0.2,2.372,r_re_order
5,8,r,95,scott,152,1,1.974,1.263,0.1,2.33,r_re_order
5,9,r,90,keith,90,1,2.474,1.737,0.3,2.411,r_re_order
5,10,r,70,tyler,81,0,1.97,1.118,0.45,3.628,r_re_order
5,11,r,70,edward,54,0,7.102,8.368,0.25,11.031,r_re_order
5,12,r,85,kyle,23,1,5.324,0.925,0.25,21.825,r_re_order
5,13,r,80,cory,47,1,5.417,0.88,0.25,27.419,r_re_order
5,14,r,95,ethan,20,1,1.805,2.067,0.35,11.471,r_re_order
5,15,r,55,logan,144,0,10.663,4.217,0.4,11.992,r_re_order
5,16,r,60,mark,116,0,2.794,0.981,0.2,10.287,r_re_order
5,17,r,50,nathan,160,0,2.204,1.018,0.2,5.3,r_re_order
5,18,r,80,blake,22,1,2.296,1.474,0.25,1.897,r_re_order
5,19,r,75,michae,135,1,2.758,0.875,0.35,1.975,r_re_order
5,20,r,75,joshua,62,1,1.733,0.874,0.5,40.955,r_re_order
6,1,r,60,joseph,169,0,6.484,5.673,0.25,12.252,r_re_order
6,2,r,50,anthony,63,0,5.029,2.931,0.15,8.489,r_re_order
6,3,r,95,ethan,20,0,9.177,3.847,0.4,6.147,r_re_order
6,4,r,65,patric,145,0,3.693,2.876,0.4,5.017,r_re_order
6,5,r,70,tyler,81,0,4.878,2.493,0.5,3.732,r_re_order
6,6,r,60,mark,116,0,4.074,2.201,0.5,3.555,r_re_order
6,7,r,75,michae,135,0,6.765,2.362,0.4,4.803,r_re_order
6,8,r,80,blake,22,0,3.884,2.401,0.2,4.425,r_re_order
6,9,r,70,edward,54,0,3.691,2.169,0.35,3.339,r_re_order
6,10,r,65,paul,83,0,3.306,1.901,0.45,3.226,r_re_order
6,11,r,75,joshua,62,0,3.507,1.853,0.4,2.963,r_re_order
6,12,r,85,tony,27,0,9.998,2.218,0.25,4.576,r_re_order
6,13,r,55,tom,161,0,2.901,2.18,0.4,3.058,r_re_order
6,14,r,80,cory,47,0,3.947,1.898,0.35,2.814,r_re_order
6,15,r,90,connor,153,0,3.396,1.951,0.45,2.937,r_re_order
6,16,r,85,kyle,23,0,2.897,1.88,0.1,3.076,r_re_order
6,17,r,50,nathan,160,0,2.715,1.655,0.3,2.661,r_re_order
6,18,r,55,logan,144,0,3.44,2.002,0.35,2.977,r_re_order
6,19,r,95,scott,152,0,3.176,2.01,0.4,2.223,r_re_order
6,20,r,90,keith,90,0,2.84,2.382,0.45,2.646,r_re_order
7,1,r,70,tyler,81,0,6.551,2.168,0.05,6.036,re_r_order
7,2,r,95,ethan,20,1,2.546,2.9,0,3.874,re_r_order
7,3,r,65,patric,145,0,2.608,1.732,0,3.193,re_r_order
7,4,r,60,mark,116,0,1.892,1.307,0.1,3.383,re_r_order
7,5,r,80,blake,22,0,2.035,1.476,0.05,4.538,re_r_order
7,6,r,95,scott,152,1,2.257,1.539,0,3.608,re_r_order
7,7,r,75,joshua,62,0,2.324,1.482,0.05,4.202,re_r_order
7,8,r,75,michae,135,0,2.248,1.278,0,4.128,re_r_order
7,9,r,85,tony,27,0,2.534,2.726,0.05,5.007,re_r_order
7,10,r,55,tom,161,0,2.745,1.571,0.15,3.428,re_r_order
7,11,r,80,cory,47,0,1.97,1.74,0,5.498,re_r_order
7,12,r,65,paul,83,0,2.762,1.466,0.1,4.079,re_r_order
7,13,r,85,kyle,23,0,2.195,1.575,0,3.363,re_r_order
7,14,r,70,edward,54,0,2.31,1.532,0.2,4.295,re_r_order
7,15,r,90,connor,153,1,2.797,1.537,0,3.336,re_r_order
7,16,r,50,anthony,63,0,3.502,1.665,0.05,4.675,re_r_order
7,17,r,55,logan,144,0,2.305,1.81,0,3.334,re_r_order
7,18,r,60,joseph,169,0,2.513,1.372,0.1,4.016,re_r_order
7,19,r,50,nathan,160,0,2.021,1.626,0.1,4.653,re_r_order
7,20,r,90,keith,90,1,3.438,1.444,0,3.698,re_r_order
8,1,r,70,tyler,81,0,6.012,4.506,0.2,8.12,r_re_order
8,2,r,75,michae,135,0,5.147,4.301,0.1,6.726,r_re_order
8,3,r,95,ethan,20,0,5.009,3.556,0.35,7.548,r_re_order
8,4,r,60,joseph,169,0,5.343,3.175,0.1,5.113,r_re_order
8,5,r,85,kyle,23,0,4.034,2.096,0.2,5.878,r_re_order
8,6,r,80,blake,22,0,3.628,2.944,0.05,5.217,r_re_order
8,7,r,65,patric,145,0,4.485,2.321,0.2,6.702,r_re_order
8,8,r,85,tony,27,0,3.919,2.618,0.35,9.417,r_re_order
8,9,r,80,cory,47,0,7.506,2.464,0.2,5.544,r_re_order
8,10,r,60,mark,116,0,4.619,2.627,0.4,7.117,r_re_order
8,11,r,50,anthony,63,0,7.304,4.445,0.25,5.112,r_re_order
8,12,r,55,logan,144,0,3.1,2.687,0.15,5.584,r_re_order
8,13,r,55,tom,161,0,4.466,2.205,0.2,5.066,r_re_order
8,14,r,50,nathan,160,0,3.203,2.145,0.3,9.241,r_re_order
8,15,r,95,scott,152,0,3.91,2.211,0.1,4.15,r_re_order
8,16,r,65,paul,83,0,3.425,1.913,0.15,7.438,r_re_order
8,17,r,90,keith,90,0,5.465,1.849,0.25,8.497,r_re_order
8,18,r,90,connor,153,0,3.831,1.725,0.15,5.674,r_re_order
8,19,r,75,joshua,62,0,2.724,1.76,0.25,5.805,r_re_order
8,20,r,70,edward,54,0,2.921,1.679,0.15,19.436,r_re_order
9,1,r,80,cory,47,1,3.544,2.879,0.3,19.54,re_r_order
9,2,r,90,keith,90,1,2.859,2.685,0.4,3.385,re_r_order
9,3,r,60,mark,116,0,2.851,1.93,0.2,42.517,re_r_order
9,4,r,75,joshua,62,1,4.601,1.92,0.3,12.64,re_r_order
9,5,r,80,blake,22,1,3.528,1.955,0.4,3.247,re_r_order
9,6,r,70,tyler,81,1,3.667,2.636,0.4,42.761,re_r_order
9,7,r,55,tom,161,0,3.109,3.131,0.3,3.373,re_r_order
9,8,r,50,anthony,63,0,2.938,1.998,0.45,19.406,re_r_order
9,9,r,90,connor,153,1,2.632,1.944,0.4,22.009,re_r_order
9,10,r,60,joseph,169,0,2.684,2.715,0.4,3.421,re_r_order
9,11,r,85,tony,27,1,15.278,2.008,0.35,12.65,re_r_order
9,12,r,55,logan,144,0,2.553,1.959,0.4,47.226,re_r_order
9,13,r,95,ethan,20,1,3.142,1.938,0.3,3.067,re_r_order
9,14,r,95,scott,152,1,5.075,1.9,0.05,3.226,re_r_order
9,15,r,65,paul,83,0,2.849,1.694,0.35,3.16,re_r_order
9,16,r,85,kyle,23,1,3.411,2.135,0.4,3.201,re_r_order
9,17,r,70,edward,54,1,4.168,2.189,0.4,3.338,re_r_order
9,18,r,75,michae,135,1,2.946,1.95,0.45,13.716,re_r_order
9,19,r,65,patric,145,0,2.929,1.732,0.25,81.995,re_r_order
9,20,r,50,nathan,160,0,3.797,1.75,0.4,3.213,re_r_order
10,1,r,90,keith,90,1,2.965,1.243,0.5,5.714,r_re_order
10,2,r,55,logan,144,0,2.291,0.974,0.4,4.287,r_re_order
10,3,r,90,connor,153,1,1.243,0.967,0.3,2.886,r_re_order
10,4,r,65,patric,145,0,1.636,0.961,0.45,4.588,r_re_order
10,5,r,95,ethan,20,1,1.001,0.799,0.4,1.973,r_re_order
10,6,r,85,tony,27,1,1.946,0.689,0.5,2.283,r_re_order
10,7,r,85,kyle,23,1,1.329,1.359,0.4,3.586,r_re_order
10,8,r,75,joshua,62,0,2.109,0.664,0.45,3.437,r_re_order
10,9,r,60,mark,116,0,1.097,0.86,0.4,1.723,r_re_order
10,10,r,50,anthony,63,0,3.46,0.81,0.4,2.624,r_re_order
10,11,r,65,paul,83,0,1.941,0.803,0.4,2.063,r_re_order
10,12,r,80,blake,22,1,2.878,0.735,0.4,3.079,r_re_order
10,13,r,70,tyler,81,0,1.661,0.668,0.45,2.39,r_re_order
10,14,r,80,cory,47,1,1.148,0.771,0.45,2.066,r_re_order
10,15,r,55,tom,161,0,2.878,0.739,0.4,2.101,r_re_order
10,16,r,95,scott,152,1,2.754,0.9,0.2,4.337,r_re_order
10,17,r,70,edward,54,0,4.837,1.677,0.45,2.137,r_re_order
10,18,r,60,joseph,169,0,1.154,0.84,0.4,2.342,r_re_order
10,19,r,75,michae,135,1,1.194,0.601,0.4,1.874,r_re_order
10,20,r,50,nathan,160,0,1.178,0.628,0.35,2.502,r_re_order
11,1,r,65,paul,83,1,4.84,3.039,0,4.01,re_r_order
11,2,r,80,cory,47,1,2.255,1.901,0.25,3.838,re_r_order
11,3,r,85,tony,27,1,2.146,1.814,0.1,2.668,re_r_order
11,4,r,65,patric,145,1,2.071,1.55,0.2,2.812,re_r_order
11,5,r,55,tom,161,0,2.177,1.901,0.25,3.109,re_r_order
11,6,r,90,keith,90,1,2.196,1.93,0,6.559,re_r_order
11,7,r,70,edward,54,1,2.215,1.835,0.4,2.773,re_r_order
11,8,r,90,connor,153,1,2.8,1.769,0,3.574,re_r_order
11,9,r,60,mark,116,0,2.299,2.66,0.2,2.678,re_r_order
11,10,r,75,michae,135,1,2.17,2.141,0.05,2.915,re_r_order
11,11,r,50,anthony,63,0,2.087,1.658,0.05,2.796,re_r_order
11,12,r,75,joshua,62,1,2.252,1.993,0.2,2.463,re_r_order
11,13,r,70,tyler,81,1,2.134,1.895,0.35,2.291,re_r_order
11,14,r,95,ethan,20,1,2.287,1.697,0.1,2.559,re_r_order
11,15,r,95,scott,152,1,2.024,1.327,0,3.013,re_r_order
11,16,r,55,logan,144,0,1.881,1.79,0.05,2.629,re_r_order
11,17,r,85,kyle,23,1,1.672,1.203,0.05,2.578,re_r_order
11,18,r,50,nathan,160,0,2.099,1.596,0.4,2.257,re_r_order
11,19,r,80,blake,22,1,2.182,1.191,0.05,2.199,re_r_order
11,20,r,60,joseph,169,0,2.03,1.262,0.15,2.957,re_r_order
12,1,r,65,patric,145,1,5.593,3.751,0.2,4.972,r_re_order
12,2,r,60,mark,116,0,3.055,1.874,0.25,4.606,r_re_order
12,3,r,55,logan,144,0,7.255,1.943,0.05,4.082,r_re_order
12,4,r,75,joshua,62,1,2.594,1.87,0.4,4.454,r_re_order
12,5,r,85,tony,27,1,2.646,1.783,0.45,4.151,r_re_order
12,6,r,80,cory,47,1,2.266,3.451,0.2,3.341,r_re_order
12,7,r,75,michae,135,1,2.173,1.84,0.25,3.188,r_re_order
12,8,r,95,scott,152,1,2.262,2.55,0.15,3.369,r_re_order
12,9,r,90,keith,90,1,2.596,1.186,0.4,2.993,r_re_order
12,10,r,55,tom,161,0,2.919,1.813,0.25,2.394,r_re_order
12,11,r,90,connor,153,1,2.899,2.065,0.15,3.816,r_re_order
12,12,r,50,anthony,63,0,2.378,2.089,0.35,3.4,r_re_order
12,13,r,70,tyler,81,0,2.595,1.581,0.25,3.5,r_re_order
12,14,r,95,ethan,20,1,2.381,1.434,0.15,3.409,r_re_order
12,15,r,65,paul,83,0,1.756,1.341,0.25,2.827,r_re_order
12,16,r,70,edward,54,1,2.161,1.124,0.4,3.341,r_re_order
12,17,r,85,kyle,23,1,2.537,2.329,0.35,2.966,r_re_order
12,18,r,80,blake,22,1,2.36,1.188,0.05,3.06,r_re_order
12,19,r,60,joseph,169,0,2.523,1.122,0.4,3.335,r_re_order
12,20,r,50,nathan,160,0,2.27,1.173,0.5,6.99,r_re_order
13,1,r,55,tom,161,0,3.852,1.06,0.1,2.851,re_r_order
13,2,r,60,mark,116,0,2.083,1.197,0.1,2.595,re_r_order
13,3,r,75,joshua,62,0,1.093,1.583,0.15,1.704,re_r_order
13,4,r,70,edward,54,0,1.813,1.106,0.1,2.255,re_r_order
13,5,r,85,kyle,23,1,1.277,1.044,0.15,1.984,re_r_order
13,6,r,80,blake,22,1,1.34,1.067,0.15,1.596,re_r_order
13,7,r,50,anthony,63,0,2.163,0.973,0.2,3.298,re_r_order
13,8,r,80,cory,47,1,1.735,0.96,0.25,4.462,re_r_order
13,9,r,75,michae,135,0,2.087,1.075,0.2,2.513,re_r_order
13,10,r,70,tyler,81,0,1.656,0.844,0.2,1.947,re_r_order
13,11,r,85,tony,27,1,1.708,1.093,0.1,2.1,re_r_order
13,12,r,60,joseph,169,0,1.359,0.972,0.15,2.323,re_r_order
13,13,r,55,logan,144,0,1.494,0.982,0.1,1.806,re_r_order
13,14,r,65,paul,83,0,1.736,2.216,0.2,3.197,re_r_order
13,15,r,50,nathan,160,0,1.996,1.032,0.1,2.006,re_r_order
13,16,r,95,ethan,20,1,1.763,1.013,0.05,3.315,re_r_order
13,17,r,95,scott,152,1,1.94,0.95,0.2,6.249,re_r_order
13,18,r,90,connor,153,1,1.935,0.866,0.1,11.099,re_r_order
13,19,r,65,patric,145,0,1.838,1.199,0.2,8.171,re_r_order
13,20,r,90,keith,90,1,1.634,0.983,0.25,1.643,re_r_order
14,1,r,60,mark,116,0,2.516,2.209,0.05,4.554,re_r_order
14,2,r,80,cory,47,1,3.429,1.387,0.05,4.328,re_r_order
14,3,r,55,logan,144,0,1.566,1.627,0,2.679,re_r_order
14,4,r,95,scott,152,1,3.017,2.019,0.1,2.125,re_r_order
14,5,r,50,anthony,63,0,2.115,1.643,0.25,3.709,re_r_order
14,6,r,65,patric,145,0,2.52,1.389,0.2,3.774,re_r_order
14,7,r,90,keith,90,1,1.555,2.049,0.05,2.39,re_r_order
14,8,r,65,paul,83,0,1.77,1.203,0.15,3.07,re_r_order
14,9,r,55,tom,161,0,2.07,1.561,0.05,3.032,re_r_order
14,10,r,75,joshua,62,0,2.066,1.529,0.4,2.242,re_r_order
14,11,r,70,edward,54,0,2.359,1.582,0.05,4.795,re_r_order
14,12,r,75,michae,135,0,1.801,1.717,0,2.725,re_r_order
14,13,r,85,tony,27,1,1.355,1.621,0.05,2.086,re_r_order
14,14,r,90,connor,153,1,2.372,1.268,0.05,2.729,re_r_order
14,15,r,95,ethan,20,1,1.629,1.464,0.15,2.64,re_r_order
14,16,r,80,blake,22,1,1.435,1.439,0.05,3.354,re_r_order
14,17,r,50,nathan,160,0,1.942,1.738,0.15,3.516,re_r_order
14,18,r,85,kyle,23,1,1.417,1.588,0.05,3.075,re_r_order
14,19,r,60,joseph,169,0,2.148,1.695,0.05,2.571,re_r_order
14,20,r,70,tyler,81,0,1.829,1.171,0.35,4.474,re_r_order
15,1,r,60,mark,116,0,2.165,1.888,0.2,3.452,re_r_order
15,2,r,55,logan,144,0,1.949,2.169,0.15,2.945,re_r_order
15,3,r,65,paul,83,0,2.266,1.941,0.35,3.116,re_r_order
15,4,r,85,tony,27,0,1.148,1.027,0.15,22.566,re_r_order
15,5,r,75,joshua,62,0,1.514,1.036,0.15,2.044,re_r_order
15,6,r,85,kyle,23,0,1.502,1.302,0.25,2.058,re_r_order
15,7,r,70,edward,54,0,1.723,1.548,0.15,2.282,re_r_order
15,8,r,90,connor,153,0,3.213,1.918,0.15,6.042,re_r_order
15,9,r,70,tyler,81,0,2.025,1.535,0.3,1.298,re_r_order
15,10,r,95,scott,152,0,1.301,0.816,0.15,2.027,re_r_order
15,11,r,90,keith,90,0,1.37,1.134,0.1,1.669,re_r_order
15,12,r,65,patric,145,0,1.479,1.718,0.05,1.388,re_r_order
15,13,r,75,michae,135,0,2.778,0.936,0.3,2.322,re_r_order
15,14,r,55,tom,161,0,1.573,1.204,0.1,1.652,re_r_order
15,15,r,50,anthony,63,0,1.551,0.96,0.2,1.52,re_r_order
15,16,r,50,nathan,160,0,1.557,1.01,0.15,1.103,re_r_order
15,17,r,60,joseph,169,0,1.164,0.916,0.15,1.566,re_r_order
15,18,r,95,ethan,20,0,1.439,0.935,0.2,1.198,re_r_order
15,19,r,80,cory,47,0,1.282,0.891,0.1,1.815,re_r_order
15,20,r,80,blake,22,0,2.342,0.927,0.1,1.949,re_r_order
16,1,r,90,connor,153,0,3.287,2.374,0,4.434,re_r_order
16,2,r,75,joshua,62,0,2.514,1.853,0,3.748,re_r_order
16,3,r,75,michae,135,0,2.593,2.404,0.2,2.879,re_r_order
16,4,r,55,tom,161,0,2.761,1.515,0.25,2.433,re_r_order
16,5,r,50,anthony,63,0,2.196,1.749,0.25,2.569,re_r_order
16,6,r,60,joseph,169,0,3.406,1.569,0.2,2.981,re_r_order
16,7,r,90,keith,90,0,2.019,1.63,0.3,2.229,re_r_order
16,8,r,85,tony,27,0,1.764,1.636,0.2,2.504,re_r_order
16,9,r,65,patric,145,0,2.171,1.59,0.25,3.241,re_r_order
16,10,r,95,ethan,20,1,2.57,1.532,0.3,2.113,re_r_order
16,11,r,55,logan,144,0,2.353,1.597,0.05,3.47,re_r_order
16,12,r,80,blake,22,0,2.203,1.74,0.25,2.237,re_r_order
16,13,r,85,kyle,23,0,3.51,1.622,0.35,2.741,re_r_order
16,14,r,70,tyler,81,0,2.388,1.704,0.35,2.617,re_r_order
16,15,r,95,scott,152,1,2.28,1.832,0.25,2.642,re_r_order
16,16,r,70,edward,54,0,2.27,4.417,0.3,2.864,re_r_order
16,17,r,65,paul,83,0,1.875,1.716,0,16.416,re_r_order
16,18,r,50,nathan,160,0,1.924,1.596,0.3,2.428,re_r_order
16,19,r,80,cory,47,0,3.649,1.773,0.2,2.708,re_r_order
16,20,r,60,mark,116,0,2.445,2.677,0.2,4.306,re_r_order
17,1,r,55,tom,161,0,2.643,2.011,0.1,2.889,re_r_order
17,2,r,80,cory,47,1,2.563,1.263,0.3,2.61,re_r_order
17,3,r,65,paul,83,0,2.732,1.339,0.3,3.201,re_r_order
17,4,r,50,nathan,160,0,2.469,1.646,0.4,2.933,re_r_order
17,5,r,95,scott,152,1,3.068,1.035,0.1,2.468,re_r_order
17,6,r,95,ethan,20,1,2.4,1.106,0.3,3.064,re_r_order
17,7,r,70,tyler,81,0,2.067,1.065,0.25,2.223,re_r_order
17,8,r,70,edward,54,0,1.839,0.973,0.15,2.458,re_r_order
17,9,r,85,kyle,23,1,1.947,0.893,0.05,3.279,re_r_order
17,10,r,60,mark,116,0,1.875,0.985,0.2,3.537,re_r_order
17,11,r,65,patric,145,0,2.286,0.899,0.1,2.665,re_r_order
17,12,r,90,connor,153,1,1.842,1.084,0.05,4.237,re_r_order
17,13,r,55,logan,144,0,1.539,1.015,0.05,3.211,re_r_order
17,14,r,80,blake,22,1,1.786,1.221,0.2,2.391,re_r_order
17,15,r,60,joseph,169,0,2.019,1.134,0.3,2.802,re_r_order
17,16,r,85,tony,27,1,1.66,0.971,0.05,3.115,re_r_order
17,17,r,90,keith,90,1,1.552,0.934,0.25,2.9,re_r_order
17,18,r,75,michae,135,1,2.025,1.072,0.1,2.7,re_r_order
17,19,r,75,joshua,62,1,1.79,0.979,0.35,2.494,re_r_order
17,20,r,50,anthony,63,0,2.279,0.849,0.45,3.286,re_r_order
18,1,r,55,tom,161,0,2.792,3.359,0.3,7.936,r_re_order
18,2,r,80,blake,22,0,9.773,1.759,0.15,3.292,r_re_order
18,3,r,60,mark,116,0,2.133,1.843,0.25,3.097,r_re_order
18,4,r,65,paul,83,0,2.187,1.662,0.25,4.017,r_re_order
18,5,r,55,logan,144,0,2.255,1.708,0.4,4.989,r_re_order
18,6,r,75,michae,135,0,2.799,1.488,0.2,3.014,r_re_order
18,7,r,50,nathan,160,0,2.516,1.623,0.4,4.098,r_re_order
18,8,r,50,anthony,63,0,2.712,1.268,0.4,4.975,r_re_order
18,9,r,85,tony,27,0,1.798,1.199,0.25,3.603,r_re_order
18,10,r,85,kyle,23,0,1.836,1.433,0.15,2.636,r_re_order
18,11,r,75,joshua,62,0,1.868,5.087,0.45,2.759,r_re_order
18,12,r,90,connor,153,0,1.588,1.09,0.35,3.864,r_re_order
18,13,r,70,tyler,81,0,2.156,1.25,0.25,2.479,r_re_order
18,14,r,95,ethan,20,0,2.585,1.137,0.15,2.694,r_re_order
18,15,r,95,scott,152,0,2.058,1.15,0.25,3.303,r_re_order
18,16,r,70,edward,54,0,1.605,1.198,0.2,2.678,r_re_order
18,17,r,60,joseph,169,0,2.966,1.277,0.3,3.94,r_re_order
18,18,r,65,patric,145,0,1.793,0.955,0.3,3.292,r_re_order
18,19,r,90,keith,90,0,1.839,1.09,0.1,3.681,r_re_order
18,20,r,80,cory,47,0,2.042,0.979,0.05,2.93,r_re_order
19,1,r,95,scott,152,0,1.954,2.365,0.05,2.848,re_r_order
19,2,r,70,edward,54,0,1.339,1.201,0.15,1.581,re_r_order
19,3,r,90,keith,90,0,1.952,18.225,0.25,1.1,re_r_order
19,4,r,55,tom,161,0,1.953,1.02,0.2,1.512,re_r_order
19,5,r,75,joshua,62,0,1.347,0.87,0.25,1.216,re_r_order
19,6,r,50,anthony,63,0,1.699,1.059,0.25,1.166,re_r_order
19,7,r,80,cory,47,0,2.662,1.373,0.3,1.621,re_r_order
19,8,r,95,ethan,20,0,3.178,2.556,0.2,1.044,re_r_order
19,9,r,75,michae,135,0,1.824,5.055,0.25,2.985,re_r_order
19,10,r,85,tony,27,0,1.608,1.136,0.15,1.493,re_r_order
19,11,r,90,connor,153,0,2.03,1.464,0.25,2.211,re_r_order
19,12,r,70,tyler,81,0,1.59,1.051,0.15,1.499,re_r_order
19,13,r,80,blake,22,0,1.808,0.948,0.25,1.399,re_r_order
19,14,r,50,nathan,160,0,1.69,1.216,0.2,1.207,re_r_order
