,sub,beta,w1,w2,w3,log_lik
6.0,6.0,6.391943610845862,-0.13296692043376418,-1.6630168717099454,1.7606851709688445,-31.559964751338107
9.0,9.0,0.04370056356430331,-3.0112957627332815,188.72306888869173,-86.7498680236908,-31.70479971558487
14.0,14.0,6.234875985048316,0.3276190224362839,-2.0320556707869963,1.923033470138201,-34.835240948468325
15.0,15.0,0.16820593270016443,28.219531247964426,16.960283898913296,52.52813193215295,-32.81084920192301
18.0,18.0,0.4116361817135681,14.31830072453763,108.20013516010059,5.681737560849836,-28.573064725554133
20.0,20.0,-2.5818170996671523,-26.097936149034133,232.36184244768984,-109.17468252682835,-25.58322364266452
21.0,21.0,6.295960190847519,26.396111665812803,30.495444130628716,49.98310776067923,-25.540620201483918
22.0,22.0,0.09472164325138124,31.352719750541393,6.798397636779855,-14.226911484858373,-36.54040357479229
23.0,23.0,0.3606252701730991,32.37398448309291,-5.869764848343934,-0.04881512915318932,-31.349415264520037
24.0,24.0,3.457419742226406,30.90754327386889,-16.006059227877707,37.932273444010264,-27.512476160909113
25.0,25.0,0.13649379509334542,28.39423685787585,25.149952181976094,43.08536263283103,-34.37088133791769
26.0,26.0,0.05060643706060271,13.122001896600475,97.30813397804054,-86.25682332968054,-38.15446889971412
28.0,28.0,0.13585719194710752,29.170079090006453,13.333629521464069,-26.00331302939798,-36.382345260668785
29.0,29.0,0.26033787223480354,-20.885547119491413,180.3455506115506,-24.807323633586023,-31.457683406462362
30.0,30.0,6.249401537430627,-0.8809177504600278,4.253209943193545,-2.5701140836121255,-34.05705706110338
33.0,33.0,0.2322830657204884,34.60502756325743,-26.9914799602543,34.96953724837244,-38.16678415137436
35.0,35.0,0.32816766477528553,33.8011285299672,-23.215368127979623,18.841988567497978,-34.95129988002657
36.0,36.0,6.957742998351815,11.622798663404893,120.36417515553558,10.59287641004055,-25.53634268130155
40.0,40.0,0.930706353296324,-13.794620586841067,46.628797956627345,36.008614862559945,-31.271509856095527
41.0,41.0,-0.6997698624701572,7.588568065410886,16.503938558610027,-43.40191121828985,-31.531745506520704
44.0,44.0,7.546116941505255,33.233355282271866,-33.706813918247114,-4.682319285427315,-27.367722128669772
46.0,46.0,0.5874365224753033,29.051352300690354,-17.449756182425116,-5.431635789487011,-31.209987775844496
47.0,47.0,5.20744403867938,5.346532538238604,-6.019000030581093,-2.1302489888411715,-31.35475795123417
48.0,48.0,0.4788206084644545,10.106020366168007,-3.7971548998162037,102.9530823775134,-35.43369427587885
49.0,49.0,5.0086889818371505,1.2710156240582604,-1.2896448460506655,90.40597421497003,-31.55114866561095
50.0,50.0,0.24036911868937855,-20.794348521022847,184.0116145543594,-82.43665176709384,-31.190602454962576
51.0,51.0,0.15859476969347275,24.368764050124344,-76.77578238008553,84.95657474911516,-33.36335616300074
53.0,53.0,8.91061152927674,26.300210767275253,17.100026770115175,-64.09466185121096,-25.575765098003288
54.0,54.0,6.47685744320681,-0.959782447711931,0.38847747037333313,1.297466417296111,-35.465553538981894
59.0,59.0,1.0691439612630156,31.502167272144327,-25.512294240005552,15.44647111608679,-29.44237074555789
61.0,61.0,6.06066718753374,-0.8443503051131862,1.4403027630612235,3.1940842555426565,-36.24586081794806
62.0,62.0,1.7871246675215875,19.13239399311712,-14.024261308319481,-10.945377564130494,-29.814190476015167
63.0,63.0,-9.63922021749594,39.04340686088587,-6.319231843490321,157.1189517958502,-25.651397653611518
64.0,64.0,6.635099519962292,0.2847858647029978,2.498857849298658,-8.014792937808593,-31.34718090826876
65.0,65.0,0.04036931452658052,-21.143465700532737,142.73758575410903,11.927883316702392,-37.86135575285904
66.0,66.0,-0.19943686102627634,35.64392280118993,-38.73262102373272,39.891794348363305,-35.70557402376505
67.0,67.0,5.93306932951309,13.477547242850108,96.23456939998121,26.15018256848244,-25.53589602693246
69.0,69.0,9.492902059128339,-15.444111016487426,21.193226890412255,93.89268733029914,-25.581681190309496
72.0,72.0,0.7939824400832931,22.454440372396952,82.33496378771044,-44.261800013672676,-27.785788298956227
74.0,74.0,3.6775275959015556,-7.463048738153086,21.43909783572574,52.509154678194946,-28.636735285720583
76.0,76.0,6.349829148955207,-1.4220720425269893,3.428382670591988,-0.05562344581677221,-30.678232781043523
79.0,79.0,-7.963378448099764,-1.9282935614837173,3.451638777086295,-86.84910153066872,-28.34115297192184
81.0,81.0,-0.9863799306020544,-9.087054339577502,9.945503673529036,78.92468326642866,-34.82109414555975
83.0,83.0,7.942945862220379,31.585545241086063,23.17416994365016,-42.877760018943945,-25.561211602372126
86.0,86.0,-1.053544975370185,13.121595566466311,148.99231903301194,-59.75375932890619,-25.554549117680928
97.0,97.0,5.93795710615208,2.9834923250027034,159.2694080444424,-26.434580574805647,-25.536152824772046
100.0,100.0,6.673856706315997,-0.9307686011418024,6.622327122723668,-9.569348199359254,-29.878319239348524
101.0,101.0,7.512516798668377,-10.862307523151326,14.148465165450823,23.272317704169055,-28.100560502227477
102.0,102.0,0.41110686134228913,21.645752266754034,80.35852447715976,-57.88058203931297,-29.37676390413224
106.0,106.0,12.491828336757548,1.9932099254126574,5.161646163665017,-76.66332027830944,-25.627797427381594
107.0,107.0,5.842713166684893,9.185365198613864,126.24542339384851,1.5265046970010916,-25.535237773891275
110.0,110.0,11.775135797143875,-41.59822639484264,181.40509920235414,-76.93646898603765,-25.999453744714412
111.0,111.0,6.416396175063149,4.662939821566383,-7.703200284375439,-6.637063173914147,-27.94379639027389
117.0,117.0,11.779141139652884,50.98839389080272,-26.457406040380004,-4.373093013534941,-25.58166604901944
120.0,120.0,6.326193231719547,0.1398142215165618,-1.2773306591069649,0.7068539718939084,-37.639129422365855
124.0,124.0,0.04415717570266383,20.178936334845496,21.93242069641046,78.81181661618093,-36.78586651845785
